unknown,postcode,city,country,postcode,city,country,house_number,house_number,unknown,unknown
KIWAX006,7556 BM,ZWIJNDRECHT,NL,2954 NL,ROTTERDAM-HOOGVLIET,NL,10,2,1000.0,
VALKH001,6014 CE,Oldenzaal,NL,7670 AA,ENSCHEDE,NL,5,66b,1000.0,LEV03651
HRAXX001,3500 GD,DORDRECHT,NL,1181 JC,SPAARNDAM,NL,82,13,1000.0,LEV04166
PIJNE001,3800 GK,Markelo,NL,3526 KT,AMSTELVEEN,NL,92,27,,HERMS003
BRONK002,4900 AG,DELFT,NL,7556 BP,,NL,5,,1000.0,MHXXX001
LEV03684,1521 RR,ZWIJNDRECHT,NL,....,ARKEL,,40,5c/d,1000.0,DBFAH002
PONTM013,1183  AT,HAAKSBERGEN,NL,,DORDRECHT,NL,3,4,,HERMA013
LEV04149,6000 GL,SCHIEDAM,NL,5371 MJ,NUNSPEET,NL,4,6,1000.0,FLAMA001
ELECT004,3006 AC,SOEST,NL,8096 PL,,NL,7,1,1000.0,BAATX002
ROSSU001,6467 BL,GRONINGEN,NL,2741 PG,ROTTERDAM,NL,121,,1000.0,SCHAG004
FOLKE001,6080 AC,HENGELO OV,NL,3055 JA,BARENDRECHT,NL,,17,1000.0,LEV04085
HOEKM001,7800 AB,ZOETERMEER,NL,8013 PT,VOORBURG,NL,130,56,1000.0,BOKXX001
HAJOT001,6909 DA,Delft,NL,7317 BD,,NL,68,,1000.0,DIJKX023
STRWO003,5491 JV,HEERLEN,NL,,ZEEWOLDE,,53,,1000.0,KENBR001
LEV03900,7300 GH,WIJCHEN,NL,3992 AA,PAPENDRECHT,NL,1126,2,1000.0,LEV00715
JEURI001,6325 ZG,HOUTEN,NL,6181 MB,DELFZIJL,,144,8155,1000.0,LEV00289
FAMEP001,1404 JH,HARDENBERG,,2691 GZ,POELDIJK,NL,46,,1000.0,BMBBX001
COLTX001,2595 AA,MIJDRECHT,NL,4538 BL,HEERENVEEN,NL,,19,,REVEL001
MANSV001,3044 AS,RIJSSEN,NL,8150 AA,,NL,1026,1500,1000.0,DOORN007
AANBE002,3334 KB,ACHTERVELD,NL,3905 PD,BOXTEL,NL,20-S,1-Sep,1000.0,WICHI001
BREUK005,6800 AE,AMSTERDAM,NL,1046 AE,SITTARD,NL,,604,1000.0,ARCAD001
RBTOO001,3545 NJ,KAPELLEN,NL,7547 TE,CUIJK,NL,2,5,1000.0,PORTA002
A1ELE001,4801 EA,WAALWIJK,ENG,4791 RV,ANDELST,NL,500,,1000.0,STEEN024
LEV00793,6825 BP,MAASTRICHT,NL,4703 RJ,CAPELLE A/D IJSSEL,NL,18 A,11,1000.0,
SUCCE002,8102 HZ,ARNHEM,NL,,WELL-AMMERZODEN,NL,94,8,1000.0,TURKE001
ENEXI004,9636 ZG,GIESBEEK,NL,9403 DP,ZUTPHEN,NL,2055,7,1000.0,CENTI001
TELER002,3990 DD,HENGELO,NL,,EMMEN,NL,21,56,1000.0,SITAE001
LEV03634,8152 BN,ZUTPHEN,,,,NL,66,2,1000.0,LEV03300
LEV00642,2761 JP,EDE,NL,2801 DG,,,28,8,,GMCXX001
RUYS0001,1721 PW,AMSTERDAM,NL,3044 AP,BEVERWIJK  PER 01-01-2017,NL,119,1,1000.0,REALI001
OSKAR001,4181 AM,ROOSENDAAL,NL,8305 BR,WESTBROEK,NL,,21,1000.0,BENNI001
YEART002,9723 TP,PUTTEN,NL,2396 AP,STOLWIJK,NL,29,50,1000.0,LEV01631
LEV04102,9351 VA,ROSMALEN,NL,2491 DD,WAPENVELD,NL,,2,1000.0,LEV00649
RECOR001,1005 HD,SOEST,NL,2980 GC,ZWIJNDRECHT,NL,5,,,OUDSH004
COMPU003,3565 AR,UTRECHT,NL,,ALBLASSERDAM,NL,8,4,1000.0,VERHE002
MOLLE001,4100 AB,VENLO,NL,3994 DB,BEVERWIJK,NL,2604,349a,1000.0,DIJKM003
LEV04040,1705 ST,Lydd,NL,3732 HM,UDEN,NL,15,2131,1000.0,
LEV00414,6710 BD,Rotterdam,NL,7556 BM,BREDA,NL,27,2a,1000.0,DOKKU001
LEV01212,2132 MR,AMSTERDAM,NL,3417 XT,UTRECHT,NL,180,46,1000.0,JONGE001
GMTBX001,3732 HM,ROTTERDAM,NL,7384 SC,WIJHE,NL,21 20,,1000.0,LEV00345
OMMER006,5000 AT,Lincoln,NL,8701 PG,GRONINGEN,NL,190,5,1000.0,IEOXX001
WITTE016,7333 NR,HENGELO OV,NL,2241 NW,AMSTERDAM,NL,26,93,,BOEGX001
EBELE001,3231 CG,ELBURG,NL,,,NL,17,35,1000.0,BUWAL001
LEV00523,6003 DB,DEN BOSCH,NL,8161 CA,CAPELLE A/D IJSSEL,NL,,97,1000.0,LEV04102
BERGX002,5222 AE,MAARSSEN,NL,1234 AB,ZANDVOORT,NL,,300,1000.0,OREEL002
TULLE001,3341 EB,S-HERTOGENBOSCH,NL,4131 NJ,,,149,30,1000.0,LEV02250
BENKP001,7332 BR,BEESD,,7604 PJ,BEST,NL,619,51,,FARNE001
JOOST006,3088 GC,WATERINGEN,NL,3542 DA,ZWANENBURG,NL,5102,57-59,1000.0,THEUN001
HUURX001,6222 NC,Hannover,,,WERKENDAM,NL,,53,,MAINC001
LUBRI001,3603 AW,ENSCHEDE,NL,3336 LP,VOORTHUIZEN,,1a,18,1000.0,ARCEL001
ONSIG001,5633 AC,BARENDRECHT,NL,6114 CV,TIEL,NL,72-74,,1000.0,DARET001
NBAXX001,5374 ZG,AMSTERDAM,,,LEEK,,40226,3,1000.0,NSIDX001
LEV03877,7207 BH,ZWOLLE,,2132 TL,,NL,258,,,LEV03368
RETXX002,1940 AC,RHENEN,NL,6534 AD,WEESP,NL,94,10,1000.0,LEV02748
LEV00783,7552 AP,DOETINCHEM,NL,,SCHIEDAM,NL,700,2055,1000.0,PERSY001
RIGTE001,1096 BK,NIJVERDAL,NL,7559 SC,BUSSUM,NL,,17,1000.0,IDSER001
NOVOT002,3250 AA,ZWOLLE,NL,,HENGELO,NL,47,1,,VIAAC001
MERWE003,3501 DD,HEERENVEEN,NL,8903 JM,BREDA,NL,393,14 a-1,,LEV04173
LEV02928,7550CB,IJMUIDEN,NL,3762 EV,HEERHUGOWAARD,NL,,,1000.0,LEV04060
REENE001,6160 AP,EASTEREIN,NL,9206 AE,VOORSCHOTEN,NL,888,57,1000.0,FOLKE001
TESTO001,9700 BG,ROOSENDAAL,,9723 TL,GRONINGEN,,,6a,,LEV04117
BMIKA001,5527 AL,ZWIJNDRECHT,NL,,,NL,20-05A,,1000.0,LEV04221
HEIKO002,7500 DS,ROTTERDAM,NL,2031 EG,ROTTERDAM,,48,,,
RAILC006,2957 ZG,ALMERE,NL,,LELYSTAD,NL,80,28B,1000.0,OUDUT001
MENNE003,5741 TP,CULEMBORG,NL,....,,NL,76,10b,1000.0,ROLLO001
VERSL001,4000 HC,MAARSSEN,NL,1183 VC,EDE,,1438,42,1000.0,OMMER006
JANSE017,3925 ZG,SLIEDRECHT,NL,,ALMELO,NL,25-27,,1000.0,MANAG003
LEV04042,3300 AB,UTRECHT,NL,,LELYSTAD,NL,447,,1000.0,ACCIX001
EUROS005,1620 AJ,MEPPEL,NL,,,NL,250,30,1000.0,DUSSE002
BEREN001,4463 AC,Schiphol,NL,5986 PD,,NL,,20,1000.0,ALTRA002
TECHN039,4206 CB,DEN HAAG,NL,7202 BX,AMSTELVEEN,NL,72,115,1000.0,CARTH001
ATSXX001,3600 BA,BODEGRAVEN,NL,9791 AB,ZWOLLE,,16,,1000.0,ELSPE001
DEWET001,2600 AL,VIANEN,NL,9723 TP,CAPELLE AAN DEN IJSSEL,NL,246,12,1000.0,HARDC002
GPSSH001,2260 AC,ALPHEN AAN DEN RIJN,NL,9866 AG,SEVENUM,NL,29,2,1000.0,SICKB001
LEV02491,7300 HC,ROOSENDAAL,NL,3555 HA,,NL,1i,20,1000.0,SITAX010
HSDXX001,6541 DC,UTRECHT,NL,6533 SH,,NL,14,6,1000.0,SWANE002
VINKX007,1161 CK,ROTTERDAM,NL,3608 XH,EINDHOVEN,NL,12,582-584,1000.0,LEV00230
PHOEN001,3821 AH,VEENENDAAL,NL,5684 PJ,ZWOLLE,,85 a,2,1000.0,BKSUR001
BRVLO001,3910 AA,FARMSUM,NL,3087 BD,VRIEZENVEEN,NL,16-18,7526,1000.0,LANDR001
LEV01214,2410 AA,VIANEN,NL,,,NL,11,222,1000.0,ERIKS005
LEV04054,6181 MC,VIANEN,NL,7333 PB,VEENENDAAL,,13,8c,1000.0,BOELS012
TEKST002,7391 ZW,S-HERTOGENBOSCH,NL,5500 BC,AMSTERDAM,NL,1,8,1000.0,LEV02684
MEKUF001,3812 RV,ZUIDLAREN,,3316 LG,LOOSDRECHT,NL,20564,38,1000.0,HYDAC001
DOELA004,2995 BK,ENSCHEDE,NL,7692 PH,GOES,NL,6060,153A,1000.0,VERSC006
PROMA002,3330 AA,BREDA,NL,,DE RIJP,NL,6,14,,BOELS010
REEHO001,5140 AM,AMSTERDAM,NL,5652 AG,DEVENTER,NL,10,12,,BLUSD001
RENTO008,2405 GB,OUD-ZEVENAAR,NL,5633 AC,WILP,NL,,18,1000.0,RONDO002
LEV00336,6800 AA,HEDEL,NL,4338 PC,,NL,61,,1000.0,LEV00613
NAUMA001,4879 NC,LEIMUIDEN,NL,3533 JA,BALKBRUG,NL,40390,,,LEV04007
AXISS001,3600 BA,WEKEROM,,8051 CL,DEN HOORN,NL,316B,3,1000.0,VISSE011
LEV03576,3603 BC,MOERDIJK,NL,1043 EJ,,NL,86,610,1000.0,PHOEN001
INFOR001,7711 GG,Delft,NL,2992 SP,,NL,205,13,1000.0,LEV01969
HOLMA002,3300 AM,"""S-HERTOGENBOSCH",NL,3771 MB,,NL,9,2a,,LEV00820
DUALX001,6222 NL,HOOFDDORP,NL,3364 AG,FRANKFURT AM MAIN,NL,14,4,1000.0,LIAND004
DAMME002,2003 RR,SITTARD,NL,4841 KC,MARIENBERG,NL,82,53,1000.0,LEV02792
ABCNO001,3600 BA,AALSMEER,NL,,SITTARD,NL,17,35,1000.0,PUTTE009
LEV04205,3088 GG,APELDOORN,NL,7482 DB,HOOGEVEEN,NL,15,30,1000.0,BTIGN001
BONTX001,3824 ML,BOXTEL,,7552 BG,ZWIJNDRECHT,NL,9,240,,LEV02500
FENNE001,2987 VZ,AMERSFOORT,NL,4761 RM,,NL,4bis,54,1000.0,LEV02329
DRAGE001,2806 ZE,SOEST,NL,7122 PV,,,176,67,1000.0,BOUWI001
NEVIX002,7336 AS,MAARSSEN,,,,NL,131,2033,1000.0,MERWE003
STORK022,6604 BS,EINDHOVEN,NL,,BROEK OP LANGEDIJK,NL,11,9,1000.0,JCELE001
RITTA001,3340 AG,NIJMEGEN,NL,6042 KZ,BARENDRECHT,,,2,1000.0,FLOWT001
CHAMP003,3047 AC,AMERONGEN,NL,6902 PA,ARNHEM,NL,5-c,7,1000.0,REEFX005
RIJKE002,5708 HN,ARNHEM,NL,1014 BA,,NL,3,4,1000.0,RITTA002
DELFT012,3502 KA,BRIELLE,NL,,ZUTPHEN,NL,19,4,1000.0,GMPRO001
LEV01526,1016 BR,UITHOORN,NL,6716 AD,ROTTERDAM,NL,60,,1000.0,LEV03731
BOELS067,2990 AG,UTRECHT,NL,,UTRECHT,NL,1214,1,1000.0,VALKX014
SLEUT009,2201 EZ,S GRAVENZANDE,,,,NL,225,,1000.0,GELDE009
LEV00941,1020 MA,BREDA,NL,6419 DJ,BRIELLE,NL,1,155-159,1000.0,HEYER001
LEV03632,6851 KR,WAGENBERG,NL,3846 CA,AMERSFOORT,NL,5,30,1000.0,LEV04223
MODER001,7550 AP,ROOSENDAAL,NL,2051 GL,AMSTERDAM,NL,11,..,1000.0,LURVI001
TILLE003,1940 AM,UITHUIZERMEEDEN,NL,2991 WP,AMSTERDAM,NL,,30,1000.0,DORFI001
GIERX002,1031 HD,DORDRECHT,NL,3847 LG,,NL,664,,,JONGE015
YNTEM001,7556 AG,MAARSSEN,NL,7609 PT,HOOFDDORP,NL,15,45,1000.0,LEV03342
LEV02823,1940 AM,EDE,NL,1013 JZ,LISSE,,26,25c,1000.0,LEV04164
HOMIJ001,4731 TV,ASSEN,NL,3945 PA,GROOT-AMMERS,NL,2,38,1000.0,LEV01814
LEV03740,6135 LM,HETEREN,,8061 RW,DEVENTER,NL,,68,,ZEUSX001
HEIDE011,2289 CC,LEEUWARDEN,,,,,4,189-6,1000.0,LEV00757
LEV04043,3565 AV,ASPEREN,NL,,NIJMEGEN,,10,18,,STRCP001
ALBER003,2984 AZ,VIANEN,NL,,,NL,162,11,1000.0,SMART013
IMTEC008,3851 ST,OLDEBROEK,NL,8171 MD,OSS,NL,48,2,1000.0,TERST001
TAUWX001,5311 PC,AMMERZODEN,NL,4825 BC,,NL,2b,36,1000.0,LEV04163
3ZUSS001,1119 PR,ROTTERDAM,,5928 PR,HORST,NL,1,53,1000.0,VDMMA001
MARCO003,5324 CC,APELDOORN,NL,7601 GM,NIEUWKOOP,NL,,,,LEV01089
LEV02246,6201 BM,DEN HOORN (ZH),,5928 NV,UTRECHT,NL,40392,33006,1000.0,SYSUT001
BETAG001,3420 DB,WARNSVELD,NL,9600 AB,EINDHOVEN,NL,,,1000.0,TILBU005
HEATP001,1060 JA,GRONINGEN,,9206 AL,SCHIEDAM,NL,85066,8,1000.0,
EDEXX003,6800 AC,SLIEDRECHT,NL,7951 SJ,S-HEERENBERG,NL,1500,48,1000.0,KAMPA001
CABLE001,3600 BA,ROCKANJE,NL,7554 TH,DEN HAAG,NL,2650,4,1000.0,MULDE010
CONVO002,4651 XA,ROTTERDAM,NL,,AMSTERDAM,NL,,2,1000.0,LEV04211
GROEN021,6129 EL,WIJCHEN,NL,7364 AJ,,NL,99,21,1000.0,OSKAM002
MERCO003,1018 TX,AMSTERDAM,NL,4703 RL,ZUTPHEN,NL,,41,1000.0,SIQUR001
OBSER002,3009 GA,RODEN,NL,3861 RG,ZALTBOMMEL,NL,,,1000.0,SOCIA001
INFRA014,3300 AC,HAREN-GRONINGEN,,6802 EM,,NL,271,23,1000.0,VDMXX002
VROOM004,3503 RE,VENLO,,6412 PE,OOSTERHOUT,NL,338,,,BUKOX002
ELSCO002,1100 AA,DEN HAAG,,5993 NZ,,,91,1,,DRIES006
WILTE001,6114 CS,Bergeijk,NL,7007 CJ,SCHAGEN,NL,1702,17,1000.0,BICON001
TWENT004,1019 LC,S-HERTOGENBOSCH,NL,,ZWOLLE,,1128,17,1000.0,PEKKE002
HTZKE001,3990 DD,ETTEN-LEUR,NL,8105 AX,,NL,,,1000.0,LEV03904
LEV02450,5061 KG,BREDA,NL,3447 GX,ASSEN,NL,7,6,1000.0,LEV00716
HCWAT001,7323 BA,RAAMSDONKVEER,NL,1042 AC,DORDRECHT,,2,101-103,1000.0,LEV04070
DDSXX001,3543 AD,SPAKENBURG,NL,4104 AE,S-HERTOGENBOSCH,,,28,1000.0,LEV02850
LEV04150,3800 DB,NIEUW-LEKKERLAND,NL,1333 DB,TWELLO,NL,1b,63,1000.0,LEV02004
LEV02405,3511 GX,MIJDRECHT,NL,9251 GA,ZOETERMEER,NL,20-28,6,,VALKX044
ANTIC001,7547 ST,MAARHEZE,NL,,,,21,46,,SYNTX001
LEV04015,3439 LD,DRUNEN,NL,9723 AX,,NL,61,6,1000.0,AVEPO001
LEV04004,3016 BC,ENSCHEDE,NL,3800 AE,ROTTERDAM,NL,1501,240,1000.0,ARCGX001
BARBA001,5570 AD,HALFWEG,,4451 HW,HEERENVEEN,NL,20,2,1000.0,DUALX001
ENGIE002,2282 MZ,EINDHOVEN,NL,2352 CZ,GOUDA,NL,,50,1000.0,JEURI001
WILWY001,3009 AA,AMSTERDAM,NL,3821 AP,AMSTERDAM,NL,,270,1000.0,SEDIC001
LEV03974,2980 DA,EINDHOVEN,NL,,DEN HAAG,NL,495,80,1000.0,ELOME001
BRIGH001,7671 SB,SOEST,NL,,UTRECHT,NL,198,1,1000.0,IMBEM002
DUOMA001,3440 AC,DOETINCHEM,NL,3903 LM,HORST,NL,15226,7,,SECUR020
LEV01108,7545 LX,ROTTERDAM,NL,1817 DC,NOORD-SCHARWOUDE,NL,7,143,,GEKOX001
HWTSX001,6114 JG,ALMELO,NL,3364 AG,UITWIERDE,NL,1318,,1000.0,STICH084
BREDE005,1013 RK,AVENHORN,,7622 AC,HOOGEVEEN,NL,,1i,1000.0,ADINC001
SPIBA003,7326 BP,CUIJK,NL,3351 LJ,KAPELLEN,NL,3,,1000.0,LEV04208
HAMER001,6573 ZH,RIDDERKERK,,7772 TV,HEIJEN,NL,15,,1000.0,JIMMS001
WATER049,3474 JD,ALMELO,NL,8152 BN,HAAKSBERGEN,NL,,150,1000.0,REDXX001
LEV02408,3961 NJ,GRONINGEN,,2984 AN,DEN HAAG,NL,44,400,,QUALM001
HOFFM005,6590 AA,ROOSENDAAL,NL,7772 TJ,,NL,,64,1000.0,EEWYX001
VOSSE001,1382 JS,ITTERVOORT,NL,,,NL,80,,1000.0,FIZZX001
STOUT003,2984 AM,GRONINGEN,NL,3454 PK,DE MEERN,NL,117,,1000.0,LEV02405
DHLXX004,4130 EE,DEN HAAG,NL,2163 HA,HATTEM,,7,40-4,,VENRO001
THYSS001,7300 AL,DORDRECHT,,8013 PM,,NL,,24a,1000.0,DIKKE008
CALER001,3002 AB,IJLST,NL,,UTRECHT,NL,,34,1000.0,LANGE001
ROODX001,7740 AB,ALMERE,NL,3542 AK,ROTTERDAM,,,,1000.0,Kraye001
KOOPM008,4825 BC,BLESKENSGRAAF,NL,2909 VA,HENGELO,NL,215,60,1000.0,ALSTO002
REKOX004,3312 AV,ERMELO,NL,,BREUKELEN,NL,,21,1000.0,GMTBX001
ERGOO001,4704 RS,TIEL,NL,,HAARLEM,,1,5,1000.0,VOSXX028
LEV01171,6230 AB,NIJKERK,NL,4207 GN,,NL,129,10,,LEV00072
KLUCK001,5431 SL,TILBURG,NL,,ROTTERDAM,NL,2150,15,,IMTEC033
RAILP004,2800 AD,AMSTERDAM,NL,3336 LE,GRONINGEN,NL,573,22,1000.0,CAMPS002
KWMXX001,6416 EG,ALBLASSERDAM,,7102 JH,SCHERPENZEEL,NL,51,8a,,LEV02234
LEV00513,3000 AC,WAPSERVEEN,NL,3319 CH,,NL,38,1,1000.0,LEV02226
LEV04209,5004 JA,NIJMEGEN,NL,2718 RP,DE BILT,NL,240,30-Nov,,REXRO001
VIALI015,5000 HJ,MARUM,,3316 AX,EINDHOVEN,NL,256,,,AIRBL001
MAXGR003,3225 LT,Alblasserdam,NL,8378 JB,SINT-MICHIELSGESTEL,,101,22,,IBKAI001
BOELS056,8500 AA,RIDDERKERK,NL,8011 CA,STELLENDAM,NL,,80M,1000.0,BATTE002
GRAAF005,4900 AA,SITTARD,NL,3621 LR,DORDRECHT,,,95,1000.0,PAREE001
WAALP001,1500 EC,BERG-VALKENBURG A.D. GEUL,,7575 EK,LOPIK,NL,,73,1000.0,GELDE018
BAMNE001,1019 AD,RHENEN,NL,1948 RG,,NL,5,5,1000.0,JFKPR001
BAMXX018,1013 AP,AMSTERDAM ZO,NL,2594 AV,NOORDWOLDE,NL,356,64,1000.0,RUITE009
LEV00354,9900 AH,WERKENDAM,NL,7557 DJ,HOORN,NL,856,850,1000.0,LEV03569
MIJDR001,4000 HH,GELDERMALSEN,,,,NL,54,,1000.0,EPLAN001
HEIJM013,7440 AC,MAARSSEN,NL,3316 BC,SLIEDRECHT,NL,,15,1000.0,STRCM001
VOSKA007,4811 EM,WIJCHEN,NL,3433 PT,UTRECHT,NL,205,50 D,1000.0,STILL001
VIALI008,1062 XK,DIEMEN,NL,1062 GD,,NL,,74,1000.0,BEREN001
GMPRO001,2512 RR,HENGELO,NL,8491PA,,NL,247,33,1000.0,VOLKE044
RENTO002,6199 AA,ENSCHEDE,NL,,HOOFDDORP,NL,128A,8,1000.0,VTCXX001
BERKM001,7400 AG,Papendrecht,NL,2741 PG,,NL,1077,82,1000.0,STRUY003
BUKOA001,7261 LV,DORDRECHT,NL,9723 BP,DALFSEN,NL,10,48,,VULKA002
LENTF003,6500 HJ,ELSLOO,NL,3972 LE,ENSCHEDE,NL,18-20,5540,1000.0,PIRTE001
TRAFF010,8130 AA,NIJMEGEN,NL,3861 NB,SLIEDRECHT,NL,7,,1000.0,LEV04065
EMBAX001,6274 BN,ALMERE,,.,ENSCHEDE,NL,,91,1000.0,LEV03228
POLWE001,2800 AV,LICHTENVOORDE,NL,6802 CA,RIJSWIJK,NL,5,,1000.0,ARCAD021
LEV00757,8013 RL,SITTARD,NL,,ZWIJNDRECHT,NL,15,3,1000.0,CONNE002
HOFST004,7335 JN,ARNHEM,,3542 EA,RAAMSDONKVEER,NL,1,537,1000.0,BROUW001
BERNA006,3565 CE,ROTTERDAM,NL,3902 VA,LANDGRAAF,NL,554,12,1000.0,RAILP004
FELIX001,1613 KP,MOORDRECHT,14048666,2595 AA,MAARSSEN,NL,,32,1000.0,KAMPH003
SISSI001,D-79576,ALMELO,NL,4905 AD,BLEISWIJK,NL,,,,SPIJK008
FLINT001,3542 DA,DEN HAAG,NL,5311 PC,PAPENDRECHT,NL,,,1000.0,LEV03473
WURTH001,5902 RB,Rotterdam,NL,....,DE BILT,NL,546,20,1000.0,BEOBO001
SYSTE004,7559 SW,UTRECHT,NL,2411 NM,ZAANDAM,NL,2153,2,1000.0,LEV04182
HIJSS002,7570 AA,Enschede,NL,,AMSTERDAM,NL,5,10,1000.0,ESTOP001
BOBXX001,2114 CH,HENDRIK IDO AMBACHT,NL,8161 PH,ROTTERDAM,NL,,7,1000.0,LEV03703
PETER006,5616 RH,GIESSENBURG,NL,7417 DE,HEERLEN,NL,,,1000.0,RHINE001
LEV01579,40223,MAASDIJK,NL,3411 LV,ZEVENAAR,NL,3,,1000.0,LEV04165
FRIAN001,4251 SG,ROTTERDAM,NL,,WOERDEN,NL,3090,12,1000.0,SANTO002
LEV03281,3732 BK,HOUTEN,NL,7482 KV,,NL,1,27,1000.0,SLEUT006
KEESO001,7000 AC,AALTEN,,9351 NW,,NL,62,9,,OPTIM002
VELDE006,3543 AM,GRONINGEN,NL,8021 ES,RIJSWIJK,NL,5042,,1000.0,STRMT001
LEV04162,7500 BC,ELST,NL,3449 HE,SPAARNDAM,NL,,1,1000.0,LEV04210
5340,6401 DG,HAGEN,NL,,ROTTERDAM,NL,,4,1000.0,PERSL002
POELX003,3008 AB,Eindhoven,NL,4462 TT,ALPHEN AAN DE RIJN,NL,22,20,,LEV02914
VEURI001,2700 AC,HENGELO,NL,9723 BX,AMSTERDAM,NL,2,54,1000.0,ALLEK001
HAMER003,7390 AB,OLDENZAAL,NL,3319 GS,,NL,2,15,1000.0,HUURX001
DIKKE003,5300 CE,AMERSFOORT,,7331 VZ,ALKMAAR,NL,,187,1000.0,BREZA002
VRIJX002,7532 SN,ZAANDAM,NL,5521 DD,ROSMALEN,NL,1,,1000.0,WALDA001
LANDS002,2800 AG,Naaldwijk,,7556 ER,,NL,22,25,,CRAWF001
SAFET006,1120 AC,HEERENVEEN,NL,7333 NZ,RIDDERKERK,NL,18,1051,1000.0,MOVAR001
LEV00940,8080 AB,ZEVENBERGEN,,,,NL,21,286,1000.0,ELECT004
XEROX001,3861 RG,WOERDEN,NL,3316 GL,KATWIJK,NL,301,8,1000.0,DRIES015
BUKOX002,3077 CH,UTRECHT,NL,6641 TL,GRONINGEN,NL,9,39,1000.0,LEV01160
SCENT001,4824 GM,BREDA,NL,7202 CB,,NL,53,50,1000.0,LEV03375
EKBGR001,7442 DR,APELDOORN,NL,4815 NG,BREDA,NL,1,7,1000.0,BAMIN002
LUINS001,2991 XR,Arnhem,NL,,ZWIJNDRECHT,NL,27,3,1000.0,VIHAM001
STRCP001,3047 BB,GOUDA,NL,8383 EA,RIJSSEN,NL,,7,1000.0,LEV00825
NEDEL001,1394 PC,VIANEN,NL,3433 PN,AMSTERDAM,NL,163,8,1000.0,LEV03116
HARTW001,3700 AE,TIEL,NL,5928 RT,UTRECHT,,,319,1000.0,BIEMO002
ROLLE003,6229 PM,ARNHEM,NL,4414 AX,GILZE,NL,2,3-Jul,1000.0,POSTI007
KONIN016,7399 RK,RATINGEN,NL,7683 AW,EERSEL,NL,31,187,1000.0,LEV02614
NKLIF001,2585 JB,NAALDWIJK,NL,1019 AZ,TILBURG,NL,,104,1000.0,BERGX018
OOIJE001,3605 MA,EELDE,NL,4905 BK,WARMENHUIZEN,NL,87,,1000.0,AGBXX001
OCKEL001,9791 AB,BREUKELEN,NL,2991 LK,MUNCHEN,,6,46,,CARGO001
LEV03581,7622 AX,ROTTERDAM,NL,8211 AR,ZALTBOMMEL,,6,118,1000.0,STRWO006
LEV04027,2400 AK,ENSCHEDE,NL,,AMSTERDAM,ENG,19,103 b-c,1000.0,LEV03837
JONGI001,3335 LR,AMSTERDAM,NL,3335 LR,,NL,2,17,1000.0,ODVXX001
VOLKE024,2661 DB,BREUKELEN,NL,8256 SM,ZOETERWOUDE,NL,71,35A,,BOONE001
MASTS001,8265 PC,SLIEDRECHT,NL,5627 GA,,NL,107,,1000.0,KOCAT001
LEV04061,6040 AJ,ALMELO,NL,,NIJMEGEN,NL,2,1,1000.0,POLWE001
HEIJM024,1382 KB,VELDHOVEN,NL,6842 CT,ASSEN,,33,,1000.0,CSUCL002
ETIPO001,3640 AG,RIDDERKERK,NL,3088 EE,,NL,3044,23,1000.0,DATOP001
ETTEN001,FR-85120,LEUSDEN,NL,4702 LC,ZWIJNDRECHT,NL,30,2,1000.0,LAUMA002
SCHRI005,2497 BV,ROTTERDAM,NL,6049 CN,,NL,,58,1000.0,KERAF001
LEV04128,7550 AV,Enschede,NL,,WAALRE,NL,,1,1000.0,PERKI001
LEV03659,4530 AA,VENLO,NL,3316 KG,BREDA,NL,,26,1000.0,LEV01212
GORTE001,2712 PB,OOSTERHOUT (NB),NL,1047 BP,OSS,NL,3,5-Jul,1000.0,LEV01633
MTHXX001,2498 AT,UTRECHT,NL,,BABBERICH,NL,224,83,1000.0,VERBO007
STICH084,9752 KS,ZWOLLE,NL,2289 EX,EINDHOVEN,NL,76,14,1000.0,DEWET001
MOHRI001,7120 AA,DELFGAUW,NL,,BARNEVELD,NL,60,1,1000.0,CABLE004
ORION001,7202 CN,WAGENINGEN,,6003 DC,MEPPEL,NL,1571,,1000.0,BIZBE001
WILDE002,7951 RB,UTRECHT,NL,9601 MC,MAASDIJK,NL,35040,24-26,1000.0,BOELS036
ODSXX003,5203 DA,ALBLASSERDAM,NL,,VOERENDAAL,,1,125,1000.0,DELTA023
HAAXM001,3600 BA,UTRECHT,NL,9461 GS,BERGSCHENHOEK,,2515,69,1000.0,FLASH003
HOFFM003,1300 BM,EINDHOVEN,NL,3905 NL,MAASTRICHT,NL,102,10-Dec,1000.0,WORKX011
VEGAX001,7940 AB,SON,,2984 AZ,,NL,,19,,LEV03460
HYTOR001,1713 ZG,HILVARENBEEK,NL,3341 LT,ELSLOO,NL,126,2,1000.0,VCSOB001
RACAX001,3251 BG,AMSTERDAM,NL,7570 AA,,NL,34,12,,ATEAX001
SIGNX002,3504 AC,DOETINCHEM,NL,6733 BS,HEEMSTEDE,NL,,1,1000.0,BRINK019
ASSET002,6041 EA,ZUIDWOLDE,NL,1461 LG,,NL,2,36,1000.0,MULDX005
RAILA001,5249 JR,ELBURG,NL,7202 CN,VRIEZENVEEN,NL,,23A,1000.0,WIRIT001
CENTI002,7523 ND,EINDHOVEN,,,APELDOORN,NL,1438,,1000.0,
GROOT002,6503 GB,LEMMER,NL,,,NL,17,44,1000.0,PRO6M001
ACTEM002,34074 L,Amsterdam,NL,4100 AE,DRIEBERGEN,,50,2,1000.0,BINNE002
