house_number,city,postcode,country,country,country,unknown,telephone_nr,unknown,unknown,unknown,unknown,legal_type,postcode,city,house_number,postcode,city,country,telephone_nr,telephone_nr,gender,sbi_code,sbi_code,sbi_code,sbi_description,sbi_description,sbi_description,unknown,date,date,date,date
2,DEN HAAG,3197 KJ,NL,NEDERLAND,NL - NEDERLAND,,512 53102388,Onderwijs: WO,610 - Onderwijs: HBO,CUS,Klant,Besloten Vennootschap blijkens statuten structuurvennootschap,5171CV,VELSERBROEK,329.0,8330AD,WEERT,NLD,,,f,47432.0,,,Reclamebureaus,,,3.0,5-1-2010,,,1-1-1972
367,DELFT,2595 AK,NL,NEDERLAND,NL - NEDERLAND,,,,750 - Bedrijven: Klein <100,,Klant,Besloten Vennootschap met gewone structuur,1118LK,ZOETERWOUDE,4.0,1030BB,LEIDEN,NLD,075  6502911,06 81907203,m,2740.0,46471.0,,Ingenieurs en overig technisch ontwerp en advies,Informatieverstrekking op het gebied van toerisme en reserveringsbureaus,,3.0,15-6-2011,,,1-1-2011
8,ANGELBURG,5296 PZ,NZ,NEDERLAND,NL - NEDERLAND,NL001483316B01,,Overheid: Gemeentes < 100000,750 - Bedrijven: Klein <100,OVE,,Besloten Vennootschap met gewone structuur,,ARNHEM,70.0,5612AB,ALKMAAR,,070  3160160,,,70221.0,,,Groothandel in huismeubilair,,,6.0,23-3-2005,,,26-5-2005
1,ROTTERDAM,1339 CS,NL,NEDERLAND,NL - NEDERLAND,,+32 9 234 00 07,Bedrijven: Klein <100,640 - Onderwijs: Overige,CUS,Klant,Naamloze Vennootschap blijkens statuten structuurvennootschap,,HOUTEN,10.0,3301DA,GELEEN,NLD,0182 588444,,,6209.0,,,Praktijken van fysiotherapeuten,,,1.0,,11-7-2012,17-3-2017,1-12-1997
4,OOSTERHOUT,4331 PL,NL,RUSLAND,NL - NEDERLAND,,033-4631914,Bedrijven: Klein <100,810 - NIET MEER GEBRUIKEN,CUS,Klant,Publiekrechtelijke rechtspersoon,7721AX,AMSTERDAM,89.0,9700AH,AMSTERDAM,NLD,,,m,71112.0,,,Interieurarchitecten,,,8.0,14-3-2013,21-2-2012,1-1-2017,
82A,ZOETERMEER,1012 VB,NL,NEDERLAND,BE - BELGIE,,0314-349911,,670 - Zorg: 2e lijns,CUS,,,1081HV,LEIDEN,2.0,5360AG,'S-GRAVENHAGE,NLD,020  6946400,,,68201.0,6420.0,,Detailhandel via postorder en internet in overige non-food,,,3.0,5-10-2016,,28-12-1989,1-9-2001
1,HILVERSUM,6211 PB,NL,NEDERLAND,NL - NEDERLAND,,0032471-533388,Zorg: 2e lijns,850 - NIET MEER GEBRUIKEN,,Klant,Publiekrechtelijke rechtspersoon,6827AV,SLIEDRECHT,,1090GS,,NLD,0488 489201,,m,4773.0,,,Advisering op het gebied van informatietechnologie,Reclamebureaus,,7.0,2-2-2017,9-4-2009,1-1-2016,1-1-2011
1,BREDA,3641 SR,NL,NEDERLAND,NL - NEDERLAND,,+31 345 474211,Bedrijven: Groot > 250,670 - Zorg: 2e lijns,,Klant,Besloten Vennootschap met gewone structuur,,'S-GRAVENHAGE,,1507CE,'S-GRAVENHAGE,,020  5518117,,,3512.0,8130.0,,,,,2.0,17-2-2010,,27-3-1997,1-1-1973
2,'S-GRAVENHAGE,3446 GP,NL,NEDERLAND,NL - NEDERLAND,DE114351027,010-2240000,Bedrijven: Overige,770 - Partners / dealers,CUS,,Besloten Vennootschap met gewone structuur,1011KB,NIJKERK,1105.0,6114GP,HOORN NH,NLD,050  5294222,,,87302.0,4311.0,,,,,1.0,1-12-2010,,,12-8-2002
55,DEN HAAG,3238 BH,NL,NEDERLAND,NL - NEDERLAND,,887792000,Bedrijven: Groot > 250,670 - Zorg: 2e lijns,,Architect,Coöperatie U.A. blijkens statuten structuurcoöperatie,5281RM,WAALWIJK,6.0,1303AB,GEFFEN,NLD,010  2984600,,,6420.0,,,Algemene banken,Algemene ziekenhuizen,,,28-12-2015,27-11-2002,,1-6-2006
,AMERSFOORT,3721 AB,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,830 - NIET MEER GEBRUIKEN,CUS,Klant,Publiekrechtelijke rechtspersoon,1066CX,ROTTERDAM,9.0,,AMSTELVEEN,NLD,0345 544444,,m,4110.0,32991.0,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",,,3.0,,22-12-1970,29-12-1980,30-7-1918
,HEERLEN,1121 XC,NL,NEDERLAND,NL - NEDERLAND,,020-6499123,Bedrijven: Klein <100,,CUS,Overige,Publiekrechtelijke rechtspersoon,6445PA,,8.0,8000AB,,NLD,010  4419400,06 18858585,m,4651.0,,,Overige dienstverlenende activiteiten op het gebied van informatietechnologie,Concerndiensten binnen eigen concern,,8.0,19-2-2010,,29-9-2010,29-5-2001
,LONDON,5251 ED,NL,NEDERLAND,NL - NEDERLAND,,0497-544555,Overheid: Gemeentes < 100000,770 - Partners / dealers,CUP,Overige,,9636HT,ANDIJK,55.0,,ZUTPHEN,NLD,,,m,1393.0,,,Advisering op het gebied van management en bedrijfsvoering (geen public relations en organisatie-adviesbureaus),Groothandel in bestrijdingsmiddelen en kunstmeststoffen,Winkels in speelgoed,1.0,19-4-2012,,,1-7-2008
220,DEN HAAG,4104 AV,NL,NEDERLAND,NL - NEDERLAND,,+31 20 6262691,Bedrijven: Groot > 250,830 - NIET MEER GEBRUIKEN,CUS,Klant,Publiekrechtelijke rechtspersoon,4624VT,ZWOLLE,0.0,1012SG,SITTARD,NLD,,,m,88911.0,,,Financiële holdings,,,1.0,9-1-2008,30-3-2006,,1-1-1981
2,HOOGEZAND,1971 EN,NL,NEDERLAND,NL - NEDERLAND,,(0)357440115,Overheid: Overige,750 - Bedrijven: Klein <100,CUS,Klant,Coöperatie U.A. blijkens statuten structuurcoöperatie,2514JG,BREDA,,2921LX,HEERLEN,NLD,040  2332800,,,,,71112.0,Niet-universitair hoger onderwijs,,,1.0,20-1-2017,5-2-2016,,4-9-2008
90-92,AMSTERDAM,6419 DJ,NL,NEDERLAND,NL - NEDERLAND,,880754321,Onderwijs: WO,730 - Bedrijven: Groot > 250,CUS,Overige,,3364DA,LAAG-SOEREN,18.0,3342TR,'S-GRAVENHAGE,NLD,,,m,64191.0,,,"Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn",Dienstverlening voor de bosbouw,,6.0,18-2-2010,30-10-1997,,29-9-2007
11,GOUDA,4837 DS,NL,NEDERLAND,NL - NEDERLAND,,071-5168800,Bedrijven: Klein <100,620 - Onderwijs: MBO,OVE,Klant,Publiekrechtelijke rechtspersoon,,ZIERIKZEE,14.0,,HOUTEN,NLD,0575 515566,,,6831.0,,,Universitair hoger onderwijs,,,,1-8-2011,,,1-10-2011
51,ROTTERDAM,3316 BP,NL,NEDERLAND,NL - NEDERLAND,,030-6665315,Bedrijven: Klein <100,870 - NIET MEER GEBRUIKEN,CUS,Klant,Stichting,3047BG,ZAANDAM,255.0,2700LA,ENSCHEDE,NLD,0345 515503,,,46442.0,,,,,,1.0,16-11-2012,,16-10-2009,20-3-2009
5,AMERSFOORT,1332 BH,CA,DUITSLAND,NL - NEDERLAND,,,Bedrijven: Klein <100,760 - Bedrijven: Overige,,Klant,,3769AV,SINT-MICHIELSGESTEL,66.0,4380AK,GELEEN,NLD,,,,84232.0,,,Architecten (geen interieurarchitecten),Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen,,1.0,16-5-2017,,,13-8-2003
33,AMSTERDAM,5017 HR,NL,NEDERLAND,NL - NEDERLAND,,030-2347130,Partners / dealers,660 - Zorg: Ziekenhuizen,CUS,Klant,Besloten Vennootschap met gewone structuur,,NIJMEGEN,28.0,2600JA,TILBURG,NLD,,,m,70222.0,78202.0,,Groothandel in bedrijfsmeubels,,,6.0,20-12-2007,,1-1-2016,27-7-1979
,GELEEN,3021GV,NL,NEDERLAND,NL - NEDERLAND,IT03031780129,30-2396600,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,CUS,Overige,Publiekrechtelijke rechtspersoon,,ZWARTEWAAL,404.0,,NOOTDORP,NLD,,,,3821.0,8110.0,,Organisatie-adviesbureaus,,,1.0,15-3-2012,30-3-2001,,28-5-2009
93,DEN HAAG,1054 ET,NL,NEDERLAND,NL - NEDERLAND,,0570 626118,Onderwijs: Overige,600 - Onderwijs: WO,DEA,Klant en Partner,Besloten Vennootschap met gewone structuur,6711AS,BUDEL,50.0,,VALKENBURG LB,NLD,,06 29602394,m,94993.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)","Groothandel in verbrandingsmotoren, pompen en compressoren",,,26-11-2007,31-5-2002,31-5-2006,0-0-1123
122,BUITENPOST,1217 GP,NL,NEDERLAND,NL - NEDERLAND,,013-5958484,,790 - Overige,DEA,Dealer,Naamloze Vennootschap met gewone structuur,4141DA,ROTTERDAM,22.0,5600MB,EDE GLD,NLD,,,,8411.0,,,Algemene burgerlijke en utiliteitsbouw,,,1.0,26-11-2007,,,14-8-2009
66 A,ZUTPHEN,4100 AA,NL,NEDERLAND,NL - NEDERLAND,NL 8062.09.124.B01,070 515 8061,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,,Klant,Besloten Vennootschap met gewone structuur,1323VA,,9.0,2600AA,OSS,NLD,020  7789400,,,9002.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",Opslag in koelhuizen e.d.,,2.0,1-1-2005,2-1-1979,,1-7-1990
,WAALWIJK,9747 AS,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Gemeentes > 100000,610 - Onderwijs: HBO,CUS,Klant,Besloten Vennootschap met gewone structuur,4837CA,LEIDSCHENDAM,5.0,3800BD,VEENDAM,NLD,,,,94991.0,86929.0,46772.0,Uitleenbureaus,,,,10-12-2003,29-3-1994,,14-12-1965
12,DEN HAAG,1187 EP,NL,NEDERLAND,NL - NEDERLAND,NL805881797B01,050-5977480,,791 - Onbekend,CUS,Klant,Besloten Vennootschap met gewone structuur,,UTRECHT,75.0,4104AX,BOXTEL,NLD,,06 57562954,,6622.0,46383.0,,"Keuring en controle van machines, apparaten en materialen",,Advisering op het gebied van management en bedrijfsvoering (geen public relations en organisatie-adviesbureaus),9.0,3-1-2011,31-12-1981,,2-3-1951
654,NIEUWEGEIN,6229 HX,NL,NEDERLAND,BE - BELGIE,,010-4003333,,,CUP,Klant en Partner,Besloten Vennootschap met gewone structuur,9723AB,ROTTERDAM,175.0,2509LM,ARNHEM,NLD,020  4350606,,,68201.0,,,Financiële holdings,Projectontwikkeling,,9.0,4-1-2017,29-12-1998,1-1-2016,1-11-1996
99,PARAMARIBO SURINAME,6419 BT,NL,NEDERLAND,LU - LUXEMBURG,,,Bedrijven: Groot > 250,730 - Bedrijven: Groot > 250,CUS,Klant,Stichting,3245DA,ROTTERDAM,136.0,2001HC,,NLD,010  2140808,,m,70221.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",,Preventieve gezondheidszorg (geen arbobegeleiding),3.0,,,2-11-1972,29-6-1903
14,HOUTEN,3402 PL,NL,NEDERLAND,NL - NEDERLAND,,070-3029820,Bedrijven: Klein <100,750 - Bedrijven: Klein <100,,Overige,Besloten Vennootschap met gewone structuur,8233HB,HOUTEN,22.0,2501HJ,WAALWIJK,NLD,0345 515503,,m,8541.0,,,Elektrotechnische bouwinstallatie,Winkels in boeken,,3.0,,30-6-1971,,1-1-2004
15,HERVELD,1077 ZZ,NL,NEDERLAND,NL - NEDERLAND,,020 406 2000,Zorg: 1e lijns,760 - Bedrijven: Overige,CUS,Architect,Eenmanszaak,,,54.0,6500HG,'S-GRAVENHAGE,,020  5244541,,,8542.0,7490.0,,Volkskredietbanken en commerciële financieringsmaatschappijen,,,3.0,7-5-2008,16-3-2000,,
,ALMERE,7241 AA,NL,NEDERLAND,SE - ZWEDEN,,442089982084,Bedrijven: Klein <100,665 - Zorg: 1e lijns,,Klant,Besloten Vennootschap met gewone structuur,5142PA,VAASSEN,134.0,,UTRECHT,NLD,0800 8002,,,88999.0,,70221.0,Uitgeverijen van boeken,,,,8-12-2016,,,31-12-2004
6,Culemborg,2596 BC,NL,NEDERLAND,NL - NEDERLAND,,020 4938383,Bedrijven: Klein <100,,,,Besloten Vennootschap met gewone structuur,4301EP,GRONINGEN,25.0,6231LE,ROTTERDAM,,040  2175701,,f,64923.0,,,Algemene burgerlijke en utiliteitsbouw,,,12.0,2-1-2017,,1-1-2012,1-5-1992
1,WEST SUSSEX,4131 PA,NL,NEDERLAND,NL - NEDERLAND,NL105357248B01,,Bedrijven: Klein <100,665 - Zorg: 1e lijns,ARB,,Besloten Vennootschap met gewone structuur,7722LR,EINDHOVEN,10.0,5280AA,UTRECHT,NLD,043  3585600,06 41396707,,72199.0,,,,,,1.0,9-6-2011,31-3-2008,,8-10-2015
250,VOORSCHOTEN,3584 CM,NL,NEDERLAND,NL - NEDERLAND,,050 3638888,Bedrijven: Groot > 250,590 - Overheid: Overige,CUS,Klant,,4202MS,ROTTERDAM,5.0,2508AA,KATWIJK ZH,NLD,030  6396222,,,47918.0,6622.0,,Universitair hoger onderwijs,,,,1-7-2008,15-10-2003,,1-1-1986
2,Best,4331 JK,NL,NEDERLAND,NL - NEDERLAND,1672.72.962.B01,,Bedrijven: Middel >100 < 250,730 - Bedrijven: Groot > 250,CUS,Klant,Stichting,1012SG,GRONINGEN,,3818LE,CULEMBORG,NLD,010  2889377,,,,,,Overige belangenbehartiging n.e.g.,,,3.0,16-11-2010,26-2-2007,15-6-2001,16-3-2012
,VARSSEVELD,4624 VT,NL,NEDERLAND,NL - NEDERLAND,,020-6353151,Bedrijven: Klein <100,730 - Bedrijven: Groot > 250,,,,1171LP,BARENDRECHT,1.0,2504LN,,,,,m,64303.0,88999.0,,Gezelligheidsverenigingen,,,1.0,28-11-2013,21-12-2007,,9-4-1962
1,ENGLEWOOD,7600 AJ,NL,NEDERLAND,AU - AUSTRALIE,,0182-517822,NIET MEER GEBRUIKEN,530 - Overheid: Gemeentes < 100000,CUS,Klant,,,,20.0,5531BA,AMSTELVEEN,NLD,070  3469508,,,8412.0,,,Universitair hoger onderwijs,,,1.0,3-4-2013,,21-1-2004,1-1-2004
21,GRONINGEN,1018  AV,NL,NEDERLAND,NL - NEDERLAND,,0515 481600,Onderwijs: Overige,,CUS,Klant,Publiekrechtelijke rechtspersoon,2295RZ,AMSTERDAM,3.0,3528BJ,MAASTRICHT,NLD,,,,,,45192.0,Preventieve gezondheidszorg (geen arbobegeleiding),,,3.0,12-11-2009,4-4-2011,,1-12-1954
2,FRIEDBERG,4854 MK,NL,NEDERLAND,NL - NEDERLAND,,078-6531531,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,CUS,Overige,,9726AD,AMERSFOORT,201.0,2611HD,BILTHOVEN,NLD,,,,,,,Brede scholengemeenschappen voor voortgezet onderwijs,,,1.0,,,,21-12-2015
1105,VUGHT,2332 KG,NL,NEDERLAND,NL - NEDERLAND,NL001483316B01,,Onderwijs: Overige,750 - Bedrijven: Klein <100,CUS,Architect,Besloten Vennootschap met gewone structuur,9713AV,AMSTERDAM,,2701GC,,NLD,070  4445490,,,8411.0,78202.0,,Overige ideële organisaties n.e.g.,,,6.0,9-10-2012,31-5-1995,12-12-1972,3-1-2004
54,LELYSTAD,2161 HE,NL,NEDERLAND,NL - NEDERLAND,,+31 345 474211,Bedrijven: Middel >100 < 250,OTH - NIET MEER GEBRUIKEN,ARC,,,2718RP,HOUTEN,135.0,3032AC,,NLD,023  5302000,,,64191.0,86101.0,,Niet-universitair hoger onderwijs,,,12.0,24-10-2007,31-12-2004,,1-2-1977
83,LEEUWARDEN,3011 AJ,NL,NEDERLAND,NL - NEDERLAND,,,Overheid: Overige,590 - Overheid: Overige,OVE,Overige,Publiekrechtelijke rechtspersoon,,LEEK,25.0,1081HV,ROTTERDAM,NLD,070  4162020,,,3700.0,,,Groothandel in bedrijfsmeubels,,,1.0,13-6-2007,,,12-7-2004
17,CAPELLE AD IJSSEL,6419 PC,NL,NEDERLAND,NL - NEDERLAND,,14070,Bedrijven: Klein <100,640 - Onderwijs: Overige,CUS,Overige,Stichting,3044BC,GELEEN,12.0,2971VL,UTRECHT,NLD,,,,4120.0,3329.0,,Dienstverlening voor uitvoerende kunst,Restaurants,,1.0,,22-12-1970,,1-5-2004
,Reykjavik,3056 JR,NL,NEDERLAND,NL - NEDERLAND,,+492594 - 99 32,Bedrijven: Klein <100,740 - Bedrijven: Middel >100 < 250,ARC,Klant,,6226HB,EINDHOVEN,233.0,2260BA,GELEEN,NLD,,,m,94997.0,4941.0,,Steunfondsen (niet op het gebied van welzijnszorg),,,2.0,6-2-2007,27-11-1987,,17-10-1923
,92130 ISSY-LES-MOULINEAUX,3582 VA,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,770 - Partners / dealers,,Klant,Besloten Vennootschap met gewone structuur,4001WG,EDE,33.0,3130EB,BEUNINGEN GLD,NLD,0345 512347,,,5920.0,4110.0,6420.0,Algemeen overheidsbestuur,,,2.0,3-11-2005,15-12-2009,,1-1-2007
120,HOOFDDORP,3821 AH,NL,NEDERLAND,NL - NEDERLAND,,088 878 1000,NIET MEER GEBRUIKEN,,CUS,Dealer,Eenmanszaak,4153AR,EIJSDEN,326.0,5140AD,EINDHOVEN,NLD,,,m,,,,Teelt van pit- en steenvruchten,Beleggingsinstellingen in vaste activa,,6.0,13-7-2011,5-9-2003,,11-8-2009
1,HOOFDDORP,4837 DS,NL,NEDERLAND,NL - NEDERLAND,,8483100,Partners / dealers,OTH - NIET MEER GEBRUIKEN,OVE,Overige,Besloten Vennootschap met gewone structuur,6827BM,GRONINGEN,20.0,9702KA,VEENENDAAL,NLD,0344 615383,,,46432.0,4910.0,,Verhuisvervoer,"Handelsbemiddeling in meubels, huishoudelijke artikelen en ijzerwaren",,1.0,31-3-2011,,,30-12-2013
98,AMSTERDAM,4100 AA,NL,NEDERLAND,NL - NEDERLAND,NL3846337B01,21 18621561989,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,CUS,Dealer,Publiekrechtelijke rechtspersoon,4003CC,GELEEN,2.0,5750AD,MAASSLUIS,NLD,015  2513100,,m,68201.0,,,Industrieel en productontwerp,,,5.0,,31-5-1996,,1-1-2000
25,BOXTEL,4104 AL,NL,NEDERLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,,Klant,Stichting,4819BP,ROTTERDAM,4.0,1082MD,ZUIDBROEK,NLD,0348 420540,,,2751.0,,,Financiële holdings,,,1.0,13-3-2009,1-7-1997,,1-1-1991
189,DRIEBERGEN-RIJSENBURG,4131NJ,NL,NEDERLAND,NL - NEDERLAND,,030-3004686,Bedrijven: Klein <100,530 - Overheid: Gemeentes < 100000,,Klant,Besloten Vennootschap met gewone structuur,6419PC,VIANEN,10.0,4881DR,GORINCHEM,NLD,020  4062000,040 2473561,,52291.0,,,Advocatenkantoren,,Handel in en reparatie van zwaardere bedrijfsauto's (geen import van nieuwe),3.0,,27-9-2006,13-5-2015,1-3-2006
21,SOESTERBERG,9711 ES,NL,NEDERLAND,NL - NEDERLAND,,786920600,NIET MEER GEBRUIKEN,600 - Onderwijs: WO,CUS,Klant,Publiekrechtelijke rechtspersoon,5704RM,BOXTEL,,9200DA,HEERLEN,NLD,,,m,93196.0,77111.0,,Financiële holdings,,,3.0,4-4-2017,31-12-2001,,1-1-1999
52,GORINCHEM,3526 KV,US,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Overige,730 - Bedrijven: Groot > 250,OVE,Klant,Publiekrechtelijke rechtspersoon,3145XN,SCHIEDAM,97.0,9636HT,CULEMBORG,NLD,071  5195195,,,85314.0,,46499.0,,,,3.0,11-1-2010,,,1-3-2000
1,CAPELLE A/D IJSSEL,1083 HN,BE,NEDERLAND,NL - NEDERLAND,,070-3848484,Overheid: Gemeentes < 100000,730 - Bedrijven: Groot > 250,ARC,Dealer,Besloten Vennootschap met gewone structuur,5223MA,WEESP,22.0,2740AA,AMSTERDAM,NLD,,,m,7490.0,,,Holdings (geen financiële),,,2.0,,21-10-1959,,
68,LEERDAM,1118 CP,NL,NEDERLAND,NL - NEDERLAND,,,Zorg: Overige,520 - Overheid: Gemeentes > 100000,CUS,Klant,,2333BD,LIJNDEN,1.0,2300AD,AMSTERDAM,,040  8505000,,m,20149.0,,,,,Groothandel in bouwmaterialen algemeen assortiment,4.0,1-10-2008,6-11-2000,,1-4-2003
44,Bad Bunder,4104 AS,NL,NEDERLAND,NL - NEDERLAND,,,Bedrijven: Groot > 250,760 - Bedrijven: Overige,,Architect,,,'S-GRAVENHAGE,3.0,2952CB,AMSTERDAM,NLD,0345 521326,,,9524.0,,,Vervaardiging van zuivelproducten (geen consumptie-ijs),,,2.0,22-2-2005,18-6-1990,,1-8-1998
8,RIJSWIJK ZH,7461 AD,NL,BELGIE,NL - NEDERLAND,,015 3617290,Onderwijs: WO,750 - Bedrijven: Klein <100,CUS,Klant,Besloten Vennootschap met gewone structuur,6015AG,,15.0,2516AH,'S-GRAVENHAGE,NLD,,,f,86912.0,,4222.0,Landschapsverzorging,Winkels in bovenkleding en mode-artikelen (algemeen assortiment),,3.0,2-1-2013,11-4-2014,30-6-2010,1-2-1998
43-47,Praha 7,3584 CS,NL,NEDERLAND,NL - NEDERLAND,,205666099,NIET MEER GEBRUIKEN,530 - Overheid: Gemeentes < 100000,CUS,Overige,Publiekrechtelijke rechtspersoon,6211PZ,BOXTEL,48.0,1081HV,UTRECHT,NLD,073  6128069,,,6420.0,,,Algemene banken,,,1.0,16-8-2012,5-2-1991,,7-5-1985
1,LEIDEN,1086 XP,NL,BELGIE,NL - NEDERLAND,,053-4884444,Zorg: 1e lijns,750 - Bedrijven: Klein <100,,Klant,,1019GM,AMSTERDAM,18.0,7000AD,CULEMBORG,NLD,,,m,85592.0,,,Overige administratiekantoren,,,9.0,29-8-2016,12-12-1995,29-2-2008,14-10-2010
44,DEN HAAG,1117 CJ,NL,NEDERLAND,CZ - Tsjechië,,+31 345 474211,Overheid: Gemeentes > 100000,500 - Overheid: Ministeries,CUS,Klant,Stichting,,DELFT,25.0,,CAPELLE AAN DEN IJSSEL,NLD,0115 690421,,,70221.0,,,Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten,,,,23-2-2010,2-6-1937,,19-6-1990
1,SINGAPORE,2712 AK,NL,NEDERLAND,NL - NEDERLAND,,030-232 49 49,Overheid: Gemeentes > 100000,760 - Bedrijven: Overige,CUS,,Eenmanszaak,5342CW,LEIDEN,93050.0,3700AM,'S-GRAVENHAGE,,036  5363522,,m,910.0,,45112.0,"Schoonheidsverzorging, pedicures en manicures",,,1.0,,30-3-2001,28-6-1977,
109,REDMOND,5613 BS,NL,NEDERLAND,NL - NEDERLAND,,186891000,Zorg: 2e lijns,,OVE,,Stichting,3011KD,AMSTERDAM,67.0,2906ZC,,NLD,0184 444444,,m,70102.0,86101.0,,Vervaardiging van niet-elektrische huishoudapparaten,,,3.0,19-10-2011,31-7-1905,,22-1-1999
7C,HEEMSKERK,2518 AC,NL,NEDERLAND,NL - NEDERLAND,,,Overige,500 - Overheid: Ministeries,CUS,Overige,Besloten Vennootschap met gewone structuur,6211DW,GRONINGEN,116.0,3991CL,ELST UT,NLD,088  4699911,,m,,4666.0,,Universitair hoger onderwijs,,,8.0,13-9-2016,19-9-1962,11-4-2006,
,MIJDRECHT,4824 AM,NL,NEDERLAND,NL - NEDERLAND,NL851921450B01,0418-587070,Bedrijven: Middel >100 < 250,730 - Bedrijven: Groot > 250,CUS,Klant,Stichting,4301RC,GRONINGEN,100.0,,,NLD,020  6012888,06 53244359,m,84232.0,69103.0,,Algemene burgerlijke en utiliteitsbouw,,,6.0,2-2-2010,31-5-1995,,0-0-1859
20,ZWOLLE,7213 AE,NL,NEDERLAND,NL - NEDERLAND,,0345-477700,NIET MEER GEBRUIKEN,750 - Bedrijven: Klein <100,CUS,Overige,Vereniging met volledige rechtsbevoegdheid,3721MK,AMSTERDAM,146.0,3990DB,,NLD,,,m,,,,Algemene ziekenhuizen,,,,14-3-2017,29-8-2013,30-6-2016,13-6-2016
1,NIJMEGEN,1065 KH,NL,NEDERLAND,NL - NEDERLAND,,,NIET MEER GEBRUIKEN,730 - Bedrijven: Groot > 250,CUS,Klant,Eenmanszaak,1065DA,CULEMBORG,2.0,9640AC,'S-GRAVENHAGE,NLD,0345 512347,,,85599.0,,,Particuliere beveiliging,,,1.0,29-5-2017,30-1-1920,28-6-2016,1-1-2003
29,RIJEN,9700 AD,NL,NEDERLAND,NL - NEDERLAND,,0345-611777,Bedrijven: Groot > 250,760 - Bedrijven: Overige,CUS,,Besloten Vennootschap met gewone structuur,3012NJ,'S-HERTOGENBOSCH,4.0,3515XK,WOERDEN,NLD,0318 547310,06 20415788,m,4652.0,,,Bedrijfspensioenfondsen,Import van nieuwe personenauto's en lichte bedrijfsauto's,,2.0,10-4-2017,,,
760,Heeten,2333 CA,NL,NEDERLAND,NL - NEDERLAND,,0294-431336,Onderwijs: Overige,665 - Zorg: 1e lijns,,,Stichting,5803AP,LOSSER,,6040KH,UTRECHT,NLD,,,m,1101.0,86925.0,,Algemeen overheidsbestuur,,,2.0,,,1-1-2016,30-12-1995
3,EDE GLD,9713 GZ,NL,NEDERLAND,NL - NEDERLAND,817478589B01,070-3157531,Bedrijven: Klein <100,770 - Partners / dealers,CUS,Klant,Besloten Vennootschap met gewone structuur,,ZWOLLE,68.0,1001NN,HAVELTE,NLD,023  5340100,,,59111.0,4652.0,,Apotheken,Groothandel in verlichtingsartikelen,,3.0,,,,9-8-1972
5,UTRECHT,2801 BX,NL,NEDERLAND,NL - NEDERLAND,,+31 70 3440210,Onderwijs: HBO,770 - Partners / dealers,CUS,Overige,Besloten Vennootschap met gewone structuur,4104AZ,DOESBURG,9.0,6700AA,ZOETERWOUDE,NLD,033  4625555,,,8411.0,,,Arbeidsbemiddeling,Uitleenbureaus,,1.0,19-5-2010,20-12-1995,,0-0-1994
,HILVERSUM,5466 AX,NL,NEDERLAND,NL - NEDERLAND,,55.580101,,730 - Bedrijven: Groot > 250,CUS,Klant,Publiekrechtelijke rechtspersoon,6077AP,DE MEERN,47.0,2312KT,SCHIPHOL,NLD,088  0740300,,m,8411.0,,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen,,3.0,24-1-2006,12-10-2009,1-1-2012,12-1-1955
637,GELEEN,2311 BD,NL,NEDERLAND,NL - NEDERLAND,,020 2060500,Zorg: 1e lijns,,CUP,Klant,Besloten Vennootschap met gewone structuur,9726AH,CULEMBORG,46.0,5980AA,HILVERSUM,NLD,,,,8412.0,,,,,,12.0,2-12-2016,31-5-2006,1-1-2014,1-1-2000
14,DRIEBERGEN RIJSENB,,NL,NEDERLAND,NL - NEDERLAND,,+31 345 474211,Bedrijven: Middel >100 < 250,520 - Overheid: Gemeentes > 100000,CUS,Klant,Besloten Vennootschap met gewone structuur,5657DV,AMERSFOORT,20.0,1019BN,HEERLEN,NLD,013  4600400,,,87302.0,6203.0,,,,,6.0,30-1-2017,,,17-1-2000
