unknown,unknown,unknown,postcode,city,country,telephone_nr,sbi_code,unknown,unknown,unknown,unknown,unknown,unknown,date,unknown,legal_type,date,date
1974,BF9C42EB-C40E-408C-AA01-ADBE5084ABF3,957514,6987 ER,Rotterdam,NL ,030-6376126,N         ,Customer,CANE,E1BE2306-1430-4C95-90EE-48C1EA93227E,,,,,AE62E490-F17F-4C69-9A53-3EA9D0C45D1A,,,
931,C2572480-8409-4205-BFED-FBA85C8199CE,956778,2011TX,AMERSFOORT,NL ,onbekend,UNKNOWN   ,Customer,CANE,90A11183-3531-474C-B0C6-7DC85ACFA09C,,,,,4BDC6E7B-D162-438B-9F7C-43660A2C8E41,,,
1002,E1F7AC17-9105-4F6E-848E-5A778CBE8514,956102,7591 BK,Haarlem,NL ,020-6226352,-         ,Customer,CANE,C3FFE252-8FC9-4D0F-BD6C-703A2C859C18,,,,,36EC389F-BB14-406D-9989-05E9664796F2,,,
1854,CB3DAECE-AC8F-434D-B6E6-98BF36E70DB3,100585,3701 GV,Doetinchem,NL ,0314 - 62 12 04,-         ,Customer,CANE,2C9BEC73-6C46-4A06-807C-D64E06F81F1C,,,,,3772FE03-0854-4D1C-9DD6-C0A3F91620B1,,,
2939,FA304CBF-9DB2-4472-A0A1-BBA2F7440B1A,6195,1314 BA,-,NL ,030-6594657,N         ,Prospect,CANE,471C6712-9E8D-445F-AD6F-8DDAF4643AC5,,,,,DAFA055B-FA7B-4507-82B9-BD30A3EF17AF,,,
2011,3607417E-8ED6-4C5F-AE26-4B7382DE9085,958730,6681 DT,Houten,NL ,0297-324309,UNKNOWN   ,Suspect,CANE,4C94B87C-4C4E-4438-8216-2C13E32CF4AB,,,,,77DF0FD2-DC53-43DB-89D9-73472504C66C,41 Besloten Vennootschap gewone structuur,,
1115,F27B6FBF-7C32-459B-B17E-A1D8D5102966,6905821,6662NX,Rijssen,NL ,0546-866655,N         ,Suspect,CANE,D5EEF061-2DC5-481E-8659-726AFAE213FF,,,,,D321DAB9-5C29-441D-B4E7-51B8D709C527,,,
171,A431C565-92ED-4D63-8B26-1D34DE5F1D62,204007,3860 AG,Amstelveen,NL ,0344-653929,-         ,Reseller,CANE,30DC320C-7220-4B17-A9A5-64078A424403,,,,,8DC12DF2-DAD0-469F-8B57-9CFFB014B18B,,,
5792,8381A302-D5A7-4946-BB79-54FE18FC01A9,2931,7418 AZ,-,NL ,030  2477711,S         ,Supplier,CANE,32023F2E-D0D7-4905-B6C1-03345C2B230E,,,,,031B7917-7432-48A9-83E6-CD1AB9E7FAA1,,,
5979,3C2D990F-0716-4EC7-91CE-08E885AA4882,123520,6942 EJ,GOUDA,NL ,+31 (0)318 64 94 44,62        ,Suspect,CANE,FED2D05F-460D-4F43-A588-601F17B03181,,,,,4752A006-5B5D-4CDD-8F72-E50814A8A97D,,,
5375,A11328C2-8AA2-4A10-96A1-F9BB99A455D9,200110,5961 HS,AMSTERDAM,NL ,020-598 67 25,78        ,Supplier,CANE,560819FA-A3D7-4E4E-8593-2937506118B0,,,,,3A052DEF-0507-42E9-B475-3153A459959D,,,
3826,E1A2742E-9634-467C-B077-EBE73A3E1FB6,957641,1073 GJ,AMERSFOORT,NL ,0,UNKNOWN   ,Supplier,CANE,17628B26-A4FF-4041-83FF-38200ED00E3D,,,,,615939EE-952D-41B1-9D94-B988F8EA5B4D,,,
6522,4FD9C087-E7B2-4074-A600-75528B0B0B5C,202998,1064 PM,-,NL ,(030) 241 19 19,-         ,Supplier,CANE,0E65140D-46B5-435A-B1C5-029A763DEAF6,,,,,4F5BED01-93A9-426A-A145-F4F6A1A7D973,,,
5478,41F095BC-52B3-416C-A87E-E3151D93502C,600001,1019 JK,BAARN,NL ,0481 - 366 112,-         ,Prospect,CANE,8A4814D6-AA1B-4366-A149-E0F921A7AF9B,,,,,017093FA-0AC1-49BD-8E4D-B44F96DA2585,,,
617,9609F7FC-72F5-4A65-B448-A492A04236FE,957117,1187 VP,Utrecht,NL ,0297-386828,-         ,Customer,CANE,DFD2BED0-F4D9-449D-940B-27EFE4A8636F,,27499146.0,,,89FB42E5-73A9-4C22-BE5A-291D74E4454C,,,
6550,C0A6204E-A11A-4DF2-A897-70F1946453C3,958490,1314 CK,AMERSFOORT,NL ,043 3628672,-         ,Customer,CANE,D5FBF3D1-B997-4A1C-B0CD-CC8A18F7FBC7,,22760148.0,,,31B222E9-9F7A-440A-A4F6-967E283DCD15,,,
5601,434549E0-237B-4BDF-B73E-E4884EA8C631,959493,7418 ES,Enschede,NL ,,UNKNOWN   ,Customer,CANE,95B7360D-E06E-49E5-B710-6BF59ACCB442,,,,,9098290F-73EB-4D22-A7C1-68841CE01CB1,,,
3240,9F6E4943-4DF5-4686-9189-C79F8D4659B0,229,3980 CB,Utrecht,NL ,,UNKNOWN   ,Customer,CANE,9D11A9FB-7392-4DF1-B245-5802443F3DBE,,,,2012-10-18 00:00:00.000,7843FD77-E766-4B69-8FBB-C111A9049526,,,
7104,AA3E87EF-9D94-4399-B888-38749B0AA85A,203607,2031 CT,'s-Gravenhage,NL ,020 6228035,UNKNOWN   ,Supplier,CANE,A2B49EE2-81E0-4E9A-993A-2FC8C3E95CAD,,,,,EB8510BE-6F4F-4463-BA86-A2C54008060F,,,
2111,32E7D3F9-6592-4957-8C93-0F58D3C3F847,202060,6039BX,Dieren,NL ,0525-680694,-         ,Prospect,CANE,59F92E84-1282-4B31-94D2-84E6C48CBEF0,,,,,04DB8104-5263-46CD-B7BD-05C814878F09,,,
4005,FE98D8E4-1471-406D-B778-A4F1FFABB878,4007,1270 AD,Veenendaal,NL ,,62        ,Customer,CANE,209E4245-9831-4195-9117-3D800FA2BCAF,,,,,3D653F1E-7A8E-439A-92D3-432006BFC641,,,
364,1F5994E5-F3F1-4058-B6C3-8CF55BE3DCED,956763,2071 KD,Laren,NL ,,UNKNOWN   ,Supplier,CANE,67F276EB-0CDF-4A9E-83C0-A4F0671DDDCC,,,,,688AAA54-8A30-4A5F-B131-7B19D017DCB9,,,
1665,6B73FDEE-7414-4C47-B5AC-06A5DD584AF2,958790,3430 BL,Tilburg,NL ,030-2650265,-         ,Customer,CANE,92F0FC40-450C-4AF0-BFCC-17050481707F,,,,,8A0E331E-1EBF-42A6-976C-A31403FB872B,,,
2143,7F38D304-58C4-4170-8F35-71075D12AFD2,959565,1019 HD,Bilthoven,NL ,0345 544000,N         ,Customer,CANE,1BD7FB48-21F9-42BB-A062-6D64A0B1637E,,,,,BAE47E7A-5C71-49EF-BC23-212138FCBD25,,,
2217,646A677E-6B85-424F-A86A-A93409D35DED,100376,5615 PX,Breda,NL ,,-         ,Suspect,CANE,69892376-1EB9-4AE3-A267-F8608A4E1CEB,,,,,71451765-FFDD-46FF-95A4-525BB6DE3A35,,,
4409,726A87AE-5456-458F-AD6C-BE6843C7B75A,10102,4311 NL,,NL ,053-4282525,43        ,Customer,CANE,620822A3-712B-4414-A194-884A3941DF49,,,,,E9F6E9EA-EBF7-4B5F-A921-F831C0CC641B,41 Besloten Vennootschap gewone structuur,,
3898,2BD96D16-B647-4566-AB27-D05B9A8173C7,319,7131 PE,Doorn,NL ,0320-260190,UNKNOWN   ,Supplier,CANE,FD971BC8-76D4-433D-BB78-4BBB8CDCAA81,1183273.0,,,,958E0D31-B78B-4115-95E2-82FC7E82AA93,,,
2932,7E9D6FBB-E623-405C-93CA-B45C83B1AF26,958735,2501 AC,Landgraaf,NL ,0575 56 55 55,UNKNOWN   ,Customer,CANE,84AC137C-1849-48EF-9DAA-67E21B5D06D0,,,,,83C29400-3251-4E13-8DA4-DF090B0E8406,,,
5493,B9910130-10CA-49BF-A483-01BF905989E0,10393,3542 AW,Purmerend,NL ,010-4262233,-         ,Customer,CANE,3CCAC721-9144-4A4E-893C-EECFACA7EE28,,,,,3346B242-BD55-4AB9-B2AE-73841F67EC46,,,
2378,8B9BE3CF-F654-4B5D-855A-A419F7B39568,204158,3561 CS,Zwolle,NL ,,N         ,Suspect,CANE,55BCF6CC-D4CC-45AC-B7D0-4884C1038113,,,,2015-02-26 00:00:00.000,F6B0C673-476B-4E0C-87A0-2ABDC5D8E384,,,
6292,A1F573F8-DA5E-4747-A9C6-E630AC5184C2,2877,7071 PP,Terborg,NL ,023-5470291,-         ,Customer,CANE,8136BB84-E919-4700-AEC7-7A9DDAC99C7E,,,,,66482417-3996-4C9D-BFA8-2648444A7AB7,,,
3096,CFE1A918-E6FA-4164-ACB2-49FBC8D26374,6520,3317 NM,Bussum,NL ,(033) 246 44 64,N         ,Suspect,CANE,BD1E099C-22E0-4FC5-A142-117A4BA990DD,,17392810.0,,,02CD62F6-5494-4CB3-B9E3-73C32FA8E4F9,,,
4807,731AF7A6-626C-4970-AA0A-671F2F325967,10113,7418 GG,Hilversum,NL ,040-245 6467,-         ,Prospect,CANE,88060384-1F18-441B-BBDB-8E95E404DE99,,,,2015-04-23 00:00:00.000,3B1CF4D5-410D-4DE1-8F40-A430A3AC6CFD,,,
2403,53971EE5-EC24-4B84-B472-07EFF63A850A,958296,1444 HZ,Culemborg,NL ,(045) 541 44 88,UNKNOWN   ,Prospect,CANE,D4B0EDDE-7440-419E-9239-3E92B060328C,,,,,9FBFAD00-9683-47D2-9DE1-DF1268CEAF62,,,
5132,1BB5E78C-AE50-4C87-87ED-B6709A00A3D6,956042,3732 HM,Hilversum,NL ,,UNKNOWN   ,Customer,CANE,B4BD7388-DB5D-4BB1-8006-4C514B0D7668,,,,,770973C1-14C1-4821-898F-68DCE2D76851,,,
6788,B6D74763-55CF-438C-A742-B47702D2DBBB,100528,3528 BJ,Huizen,NL ,,F         ,Customer,CANE,192CF7A1-2C7F-4E6B-BF08-ADB50DB4B658,,,,,4F4F514B-7B6E-4EAA-975A-583E10DC97C0,,,
6681,EB917555-EDEB-40A1-9F23-7130323F9394,958462,7715PM,Amsterdam,NL ,0570-612949,-         ,Supplier,CANE,3813F266-3DBE-4A81-85E6-27DA87ECA222,,,,,C5CF6299-1F7C-43E6-A363-B4E1D3B59C09,,,
1455,4D6F7936-88A0-4261-8826-768312C00491,956780,50823,AMERSFOORT,NL ,050-5445039,-         ,Prospect,CANE,64B02AC3-E30F-4860-B0FC-6548843A670A,,,,,1AD4C2AC-9870-41C2-B08E-F7CF097D59D6,,,
3643,30C99E77-C350-4CE7-930C-89B749E95B79,957681,7591AT,Veghel,NL ,0299 - 675178,-         ,Supplier,CANE,384F462A-5287-40EF-875C-4165FD527B21,,,,,E8F234DD-6526-49E8-882D-AD89707A4B37,,,
3664,8AA43680-17CB-4311-AB13-FCB4A798EE4B,3032,1446 WP,Zwolle,NL ,0229 - 243333,46        ,Associate,CANE,F1A0E04D-03F7-4CC0-BE45-1A07108C26B9,,,,,2CE86C0A-DE6E-47E5-83E4-A1CE5FCCFD53,,,
2176,08C9CF08-CCA1-45E8-946F-65E6E6B449D5,959365,7422 NG,Gouda,NL ,076-5416456,UNKNOWN   ,Customer,CANE,449C4B49-A13D-4CC3-8A8D-ABD4A861CA5E,,,,,0C8FD6A4-8221-44E2-8AD9-FFC2522936B0,,,
6662,64944D12-D40B-4359-A29F-3D9C6618102F,958828,1276 LN,Almere,NL ,0653938302,-         ,Customer,CANE,3289721C-C30B-46E8-A761-963E165BCE77,,,,,3D90588A-C147-435D-B67B-BE0C0286CDBD,,,
1938,CFCEBF2D-5D01-4FF5-A2CC-B0640B8BFF17,134035,1000 BV,BEVERWIJK,NL ,078-6307660,-         ,Customer,CANE,FD3246A6-2809-4624-919F-3E2D7B83923A,,,,,70ACAB20-4CCB-4C33-8F15-8970522166F8,,,
177,2F15CACA-826E-43CA-BB14-36300A8FE92A,202792,7991 PN,BAARN,NL ,onbekend,62        ,Customer,CANE,F60EBAB3-F731-4CC5-931A-74C9A88E85A8,,,,,AB715A98-26BE-4E3C-8C78-7037E68167B8,,,
2839,6D6FF2E4-871B-4A01-A31A-AEDE61F70E3A,204365,,Diemen,NL ,070 -7508501,-         ,Customer,CANE,DB56F09B-436B-4D94-86BF-B72D6A8D5A41,,,,,1ECE5F3B-F4AB-4757-BD8D-34F336D54CAA,,,
7122,BC903D5C-2BDD-45B4-9AC8-00D594A6A0F3,201724,1032 KJ,Groningen,NL ,071-5765882,86        ,Customer,CANE,AC85894A-73F1-4753-9AC6-EE3158AE545A,,,2697459.0,,5A2851FB-B36A-43C0-8B97-D24872684208,,,
5935,33F0A23B-6600-4147-B0AF-9629E73E37E4,957503,3439 NZ,Amsterdam,NL ,0299 - 461191,-         ,Prospect,CANE,79FE89BB-51A0-4467-9A56-720ED0873D58,,,,,AD149F72-048F-4C23-87EE-23A40BA41C73,,,
440,98397300-2B58-4EA6-ADEF-324B3B7AA285,1063,3760 AH,WOERDEN,NL ,,-         ,Prospect,CANE,6E6405C1-28C5-46D1-BAA7-CA51738BF706,,,,,AD5C344C-747B-4739-9053-669E89082C4F,,,
5030,5B6BF3E4-A517-490E-8FEE-9027FDBE1346,955724,,Rhoon,NL ,,UNKNOWN   ,Lead,CANE,F0885C40-E829-4C11-A7CD-9C2522E95BEB,,,,,495B8D64-BF62-414D-8DE6-26A70C88803B,,,
6577,52964FB6-5B89-4B85-ADAD-5371708E43FD,959026,3641 SG,De Meern,NL ,+ 31703738401,-         ,Reseller,CANE,4A25DD8F-16AD-45AE-A27B-0D67F9DC08CF,,,,,0A3D8557-C326-4341-A8A1-438530C4C111,,,
4110,B9DC3A38-07E0-4D22-B40B-53FB807EDE15,6905780,,Aalsmeer,NL ,010-4115242,UNKNOWN   ,Customer,CANE,698CA0C8-996C-4900-92B8-C84E070E9A58,,,,,57E6F072-0A84-4957-B416-4D33FD1EC4E8,,,
6258,F9364C81-9C26-43F0-8F2D-34ACBAD678CB,959356,3742 AG,Son,NL ,,A         ,Customer,CANE,08BF1746-1406-4ABD-8FC7-0F296189AC7E,,,,,CC3F15BD-0FC7-49D1-8B1F-C8125AC7AF82,,,
998,3799AD6F-2F04-4589-B2F2-44518281D1AD,134391,,Winterswijk,NL ,030-880125,-         ,Customer,CANE,974B32EA-4650-479F-8C94-5C723DBD0F25,,,,,54F408FC-9EB9-4030-996E-D3E6668554B2,,,
3073,8A20FB60-C68B-4BF5-8B99-BD39C02A7F03,958266,8013RP,Boxtel,NL ,,-         ,Prospect,CANE,9A3DA8D4-AB6D-406B-AC56-EC0442A8AFD7,,,,,2FC549A5-6CCB-47D5-8993-05D7C8F5D5EF,,,
2927,6D6708BD-087A-4A27-8D90-1441413279D3,204405,3012 LB,Naarden,NL ,,UNKNOWN   ,Customer,CANE,C4C78B6A-6D84-406D-A3DD-738C11207FDB,,,,,8EC51CF2-B890-45BF-9907-BB32DC03ED74,,,
4886,9D120B2B-E5BB-495E-8D46-A86B2B18C4D1,100406,3252 AE,Blaricum,NL ,033-4613371,UNKNOWN   ,Customer,CANE,347BA809-51CF-4576-B07B-290EF514E381,,,,,02600101-98B5-4B36-B1D4-228A4ACD118F,,,
7146,F0F64969-0D8A-4036-8D09-FF6A78A4BF26,100497,1816MK,Eindhoven,NL ,038–4202010,N         ,Supplier,CANE,AF2C2877-DDE4-449E-BC9D-DE269EDDF225,,,,,48DD90D1-64D7-47AF-9253-B712EE3136FF,,,
6113,9DAEED95-6847-4EE7-ABDE-118551AB0FAE,203007,7141 DC,Doetinchem,NL ,,UNKNOWN   ,Customer,CANE,34F8C748-FF54-4098-8474-24A169F3BCB1,,,,,A153FA7D-79B2-4908-B8D2-B5EE2DAD6F74,,,
1803,48E2B5D0-33E0-40ED-8D55-C933D205666B,958422,3800 BT,Roterdam,NL ,,UNKNOWN   ,Customer,CANE,65BC6838-73DB-48CC-90E2-C2628A134FC6,,,,,4E4ED4D6-8298-4CFB-A866-2E2B49334631,,,
2696,CA782877-91D3-43BA-8079-BC298F5C375D,100030,3511 NW,Almere,NL ,0251 230396,UNKNOWN   ,Customer,CANE,6984EC6B-8EDF-48BF-8B42-1B302B4886FD,,,,,41736A6C-9E18-405E-B542-12877D41DEF3,,,
1178,AED26924-E44C-44C0-9853-DD1FBBDED444,957284,6114 EA,Nijkerk GL,NL ,030-2331347,-         ,Customer,CANE,291293F8-A0FF-411E-8E8A-3EC4DF0A4FDB,,16172949.0,,,CA4AD4C2-D5A7-4265-B52C-FAED1D914EF0,,,
3719,72EEAAA1-E4D9-490A-ABCA-0296D2BE087E,68,3812 DD,DE BILT,NL ,,UNKNOWN   ,Supplier,CANE,554A17F3-0516-4926-AA73-3C6268C84E52,,,,,6D3C9C98-C632-4BAB-8506-D900B1D99E98,,,
6218,1E5F15F1-79EC-404A-B18D-00E378E484DD,100016,,Stein,NL ,0345-612270,-         ,Customer,CANE,EA6482F4-3D30-4F19-A20C-D9E9EFCF592C,27299946.0,,,,CC1BA041-5789-48FA-8BD2-97D5B88D7F3B,,,
973,0381632B-D62D-4ABA-A9F4-8BBA677B4597,958971,,Bergen op Zoom,NL ,06-42794895,-         ,Prospect,CANE,00431D9E-621D-455A-AB21-682BC2D5A164,,16906195.0,,,D445002A-0A78-4D25-8594-E8843E06C81F,,,
2794,3E50B80C-C2E6-4A66-A055-9EC20549C71E,956720,2451 VV,Doesburg,NL ,0172-236600,UNKNOWN   ,Customer,CANE,AB82D1ED-C793-43EA-8127-548365E056BE,,,,,B6E7352C-5E9C-41C3-9698-26145A1C1E27,,,
1181,EEEA241A-FAF1-4996-91BC-60C366CE5915,956466,3800 CB,Bunschoten-Spakenburg,NL ,(035) 623 54 18,UNKNOWN   ,Customer,CANE,84B9741C-1377-4153-AAFD-ABDED62C8A58,,,,,715BC9F7-3F8D-43A4-991E-535E69CCBAE3,,,
2417,8F276646-9B04-4AB3-9B34-027CB1B8EEE0,203984,5652 AC,Sassenheim,NL ,030  2410059,UNKNOWN   ,Suspect,CANE,30D3720F-9F35-4BCE-9DE9-EC88A4406DDB,,,,,D2D2DBE1-B569-40A8-A318-F5758F452CFF,,,
3213,CCB4E94B-ED84-496E-AECF-7C8B66EF1E63,201896,3769 BS,KAMPEN,NL ,035-5422275,-         ,Associate,CANE,AED26924-E44C-44C0-9853-DD1FBBDED444,,,,,615DB78D-46B3-44F6-9B9A-84585C43C11E,,,
5900,63A432F9-4EE4-4C8C-AB51-78401B182242,331,1945 SR,Brugge,NL ,06 22493518,-         ,Prospect,CANE,7E62A011-39E7-4923-9484-8093480A9F4C,,,,,F7226898-50C3-4E55-9C48-6BEB589C1F54,,,
412,0A6055BD-87F7-453A-BB04-7AB102E9C3BA,959325,1030BH,Haarlem,NL ,--,UNKNOWN   ,Suspect,CANE,7C239EF9-2ED0-455D-B469-3CA3B34B8509,,,,,EF2925A5-0145-4508-A42C-860C0A226951,,,
2985,A21D8911-9DBF-4537-AB01-A2044655615B,957663,3752 CH,Nijkerk GL,NL ,0543-515666,UNKNOWN   ,Supplier,CANE,1B36D907-C280-424A-A13E-FFCEA4F5F837,,,,,BD8981C4-D952-49FF-BDE7-ECC448D69470,,,
6671,0F3B0054-B83D-467B-8211-6BFCA4F80950,956482,2031 BZ,Kampen,NL ,030-6047776,UNKNOWN   ,Customer,CANE,60A1D779-CDFB-466E-9086-52EAEF1DA8D9,,20820003.0,,,EBDBECF2-3EA2-4976-80A9-16779DDCDF17,,,
5222,364CE7B7-EDE5-474B-BE39-1A4C28EFAC64,35,1271 KP,Zandvoort,NL ,0182-526826,N         ,Customer,CANE,2D9F72AA-D792-464E-9C3F-BBA46F025F56,,,,,8BC475E4-1A68-478F-8206-FE8400BE3810,,,
5565,53C3563D-5E7A-4E3C-9DAF-AF0F5091FB11,959106,8042 PB,Amsterdam,NL ,0174-286414,-         ,Lead,CANE,B40C5CB2-FAC1-4EAF-8D0D-4BCC286080FD,,,,,794A8995-049E-44AF-91EB-357302DA5A9C,,,
5004,2C0B96AA-811E-4BA5-9EE0-F2E6EC01B6F1,233,1092 HZ,Apeldoorn,NL ,0341-453552,-         ,Suspect,CANE,9CAFFA04-D8CE-4717-A356-0FEE84C5ABA8,,,,,13798CCA-D3B7-4C01-8A1A-F66861152B08,,,
214,217E64C6-6100-4039-AD4D-673B39DEE8EB,204384,2909LK,Nieuwegein,NL ,(035) 601 24 26,-         ,Associate,CANE,A34C6524-6208-4D1A-A87B-7FC7520A613D,,,,,E9A5EC8C-4042-43F4-B7B3-815072997F1A,,,
1122,50B9F190-2F0A-44AD-9A20-DD56BB4D1AD4,959570,2985 BE,Driebergen,NL ,06-51255239,UNKNOWN   ,Customer,CANE,81989227-9687-4E37-BEFD-82216AEC7325,,,,,67F69CD0-DACB-4A9D-99A7-66E78271ABEB,,,
5581,7B890153-311C-4E0C-8CD8-89130B3FA7C6,958711,1321 EH,Ulft,FR ,020-6061054,UNKNOWN   ,Prospect,CANE,01D7F10F-5736-4910-A751-B59B66420FA0,,,,,CB4FD6F8-407A-40B9-AB7D-A025CE348A18,,,
6917,652BB579-E920-4B80-A78C-01BD167E3298,204148,4940 AA,Amsterdam Zuidoost,NL ,,UNKNOWN   ,Supplier,CANE,BD547015-6DF0-49C8-B96E-15755E2D619A,,,,,0098195D-EDB2-4ED5-BCE3-672E5B045814,,,
3753,01119CFB-B154-411B-A750-C10085FFD588,202483,3813ZX,Driehuis NH,NL ,0000-000000,UNKNOWN   ,Customer,CANE,9A58117C-F3BE-4583-874B-9B0E7FCAC39D,,,,,A9DC8237-E034-42DD-AA7B-0A51CFFF36FD,,,
5322,534B090B-C122-4525-A093-96BC2187DD82,204787,,ERMELO,NL ,038-3762222,UNKNOWN   ,Customer,CANE,42B17B21-E3B4-4448-B151-CB164A59E871,,,,,94346720-1123-4AF0-97EB-3EB383AED5A6,,,
19,339A5F9F-0BBF-4E9C-95F5-FF10B6279787,958947,6039AP,Amsterdam,NL ,020 8819684,-         ,Customer,CANE,0E07F227-CAC6-490C-9BD4-1860BD12DD49,,,,,BB851A2D-ECDB-4388-83D4-F26F42526CBF,,,
6742,50D79654-E1B9-40FD-A1A9-B0B9B9BD02F5,263,B33 9 TX,HUIZEN,NL ,030-2896613,UNKNOWN   ,Supplier,CANE,AD16FC81-5DE0-478B-9E7B-E8301B935CD7,,,,,5967DB41-0904-4554-A206-C638D7A381D6,,,
6663,9466DD58-58A8-4F4D-9356-2C63211A54B9,53,6581 AJ,DEVENTER,NL ,020-7500800,UNKNOWN   ,Suspect,CANE,D9DAE7C2-6D8E-416F-B037-300BB5D6AB19,,,,,893DE4D8-7424-451A-B98C-F1DD969033CB,,,
3056,06DF755D-4986-4F0A-A4E4-421A38CE2545,10308,7327 AB,HOUTEN,NL ,036-5379135,UNKNOWN   ,Customer,CANE,F3889911-1C7E-464D-9792-E6B7EF44DB96,,,,,C776FE51-9ABB-4404-9197-740713168D1F,,,
7094,F4D529DA-8612-48A9-8C27-56044509476D,958029,7156 SG,Amsterdam,NL ,,-         ,Supplier,CANE,9C431321-4D5F-4694-91FD-E68BF4271306,,,,,7F65DED8-37A0-43F8-8E48-1DF571764158,,,
3657,C2B6EC54-620D-43F4-908B-B9A9C8CAA983,958619,,Veenendaal,NL ,,UNKNOWN   ,Customer,CANE,702D2244-3D41-4B8D-B6C6-66731A44209B,,,,,AA85879C-AB59-4DC4-B7C9-C3170B452A77,,,
4666,3B7B4D21-D828-429F-BF33-1A8113C700D2,959482,,Houten,NL ,0314-395149,UNKNOWN   ,Prospect,CANE,81C740F8-78BB-4873-81D7-2019A3F503DA,,,,,18CA1B54-DF92-4DF3-A820-D948B92046DC,,,
6638,3432A28F-945A-4D49-9AC1-31552C65EFD7,10317,3902 HP,Utrecht,NL ,,-         ,Customer,CANE,24ED8681-3F98-47BB-9DCC-F9723E44D166,,,,,D399C57B-A7F4-4912-9DF3-2670A051D1FF,,,
1142,8722C266-6D1C-47BA-8868-ADC26CDA01CE,318,3528 AB,Amsterdam,NL ,(0315) 68 12 73,-         ,Supplier,CANE,8B44D9CF-2DEF-4C15-943A-2E5E6B86986F,,,,,326329C2-1689-4963-B237-80FACF10F864,,,
3053,FB098E3E-79BE-459C-B09C-A09A2D0713BF,959061,3572 RC,Oss,NL ,,UNKNOWN   ,Prospect,CANE,5BCB9604-3A56-404D-B0F2-CFFB47942122,,,,,F0F31B93-479B-4459-A8FF-D3E72D0D5094,,,
6916,52E2E72A-DD7F-48D4-A0FF-D1DDE017102B,959452,3723 BG,UTRECHT,NL ,040-2078421,-         ,Suspect,CANE,F18AD5CA-8195-4F76-81B3-8709E936BEF3,,,,,DD0EC103-A549-47FD-81AD-E364029BACDC,,,
2465,42B2B6EE-9F4C-4381-8538-FBA017CE15D9,958689,1112 XN,Dedemsvaart,NL ,0032-11817691,-         ,Customer,CANE,4E5043A9-1D55-45B6-A640-8118E199A844,,,,,F39EEADF-E0C5-425F-966D-CB68218676BE,,,
3659,01F36633-C885-4E78-900E-6EE8FE813870,400630,3769 AN,Hilversum,NL ,026  7501568,N         ,Suspect,CANE,939A3EFB-91FC-4819-8D7B-02A21DFFC5FB,,,,,57ACA3F4-39B0-4042-A803-3C232EE9E3FF,,,
4598,25C349C4-E18E-47D1-A50F-AEBD9B3AED64,959606,1075 NJ,Hoogeveen,NL ,,-         ,Supplier,CANE,F84946A5-D4A6-4628-A03D-440AFA3A4D53,,,,,5A4FF40B-27CD-4492-8757-8DCC052C384C,,,
3392,BD547015-6DF0-49C8-B96E-15755E2D619A,956686,6718 WV,Ede GL,NL ,,UNKNOWN   ,Customer,CANE,B7B7C0FF-5FCB-49E0-B248-A966009EC359,,,,,8C74BD06-7609-45B6-8396-92F339BC18AB,41 Besloten Vennootschap gewone structuur,,
2144,ACC830C4-A6C4-4671-A7A2-58282DEAFD79,957484,5043 MH,EDE,NL ,0624-756969,-         ,Customer,CANE,2AC2B12A-7260-4738-951C-1CDD460476A8,,,,,88F6F247-6AAB-465A-8067-48E1643FF341,,,
3296,850014D2-28AB-421F-B045-DCF22FB8B6DD,958309,7037 CN,Zoetermeer,NL ,,-         ,Supplier,CANE,7126F886-06AD-4D7A-85FD-BE98C17FD63B,,,,,A5AF344B-AC20-4684-81A2-3EC6A420C11F,,,
3035,EDE5AA7A-02A4-49DF-BFAE-6FDF4BAA77A7,140433,7412 RV,SOEST,NL ,040-2586311,UNKNOWN   ,Prospect,CANE,258517FA-BF37-4563-AA9A-F07D040DA1F4,,,,,765E91EE-026C-4DEB-9058-4551238DE2AB,,,
2943,5AA279B6-3DB0-43EC-BFA8-46CBCAC58B69,5402,3811 ND,Deventer,NL ,06 14217817,-         ,Supplier,CANE,FCB0D545-F205-4136-A9A8-0FF563BF9F22,,,,,409D362F-2649-4F96-B665-6ECE456D5574,,,
1667,253D23E1-F657-4405-9549-8A9074FA8413,957685,8025 BS,Harderwijk,NL ,(070) 3 012 026,-         ,Customer,CANE,2861164E-1C9C-4E14-8358-6F234A0AF302,,,,,C69CAA9D-F61B-4700-B3BB-7751DC6881E1,,,
6990,E18559ED-26A1-4E2C-A91F-576BBD1664B2,3003,5268 AV,Deventer,NL ,,-         ,Suspect,CANE,DD13BBEF-F6F9-4AE0-97AE-A9EF67C3D7EC,,,,,F9974726-EC95-4DC5-A151-F9C97DC20983,,,
7238,D7249795-2CFD-456D-96CA-359744BA07DF,958549,3083 CW,Deurne,NL ,(0316) 22 17 47,UNKNOWN   ,Suspect,CANE,41736A6C-9E18-405E-B542-12877D41DEF3,,,,,BF95DAF9-6558-4E2E-B329-84F3499F383D,,,
6911,A86C480C-8C7E-407D-9A11-8FA6E7B4541E,204339,6987 ER,Best,NL ,,-         ,Customer,CANE,F7043A5B-7B57-4734-9AF1-8408F53A1DD8,,,,,67FF9FA5-E98A-4D1C-BD74-3111838E5F56,,,
