unknown,unknown,unknown,postcode,city,province,country,telephone_nr,telephone_nr,unknown,sbi_description,sbi_description,date,unknown
1606081220,Zakenrelatie,Passief,B-9150,AMSTELVEEN,Drenthe,Netherlands,030-6886366,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,26-11-2012,DM cd bestanden
2010010831267,Zakenrelatie,Actief,3029AK,Stuifzand,Gelderland,Netherlands,030-2332245,084-7572128,Architecten Ext. BNA,,,10-02-2015,internet
2010010827580,Zakenrelatie,Actief,1967 KK,Utrecht,Utrecht,Netherlands,076-5229520,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-11-2015,DM cd bestanden
2010010829334,Suspect,Actief,B-3120,'S-GRAVENZANDE,Overijssel,Netherlands,023-5714165,0529-485999,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-08-2011,internet
1606082264,Zakenrelatie,Actief,6741 DH,HILVERSUM,Utrecht,Belgium,64703797,026-4458832,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-02-2015,internet
2010010830752,Zakenrelatie,Actief,6701 DL,Pijnacker-Nootdorp (Delfgauw),Zuid-Holland,Netherlands,0418-639198,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,baan
2010010814754,Klant,Actief,1086 XK,Nijmegen,Noord-Holland,Netherlands,040-2455124,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,02-10-2008,DM cd bestanden
2010010829744,Suspect,Actief,2584 TX,Gouda,Utrecht,Netherlands,032-92521122,0547-352225,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-08-2012,internet
2010010802175,Zakenrelatie,Actief,4625 CT,Rotterdam,Gelderland,Netherlands,020 520 0080,,Architecten Ext. BNA,,,05-11-2015,DM cd bestanden
1606081267,Suspect,Actief,2134 TP,EPE,Zuid-Holland,Netherlands,0343-457926,,Architecten Ext. BNA,,,18-05-2010,Koude acquisitie
1606081078,Klant,Actief,4841 ST,Sneek,Zuid-Holland,Netherlands,0594-500806,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-02-2014,DM cd bestanden
K37686,Zakenrelatie,Actief,9725JT,PUTTEN,,Netherlands,073-6100768,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,02-09-2013,internet
2010010819294,Klant,Actief,2271CA,Hazerswoude Dorp,Friesland,Netherlands,020 632 4088,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-05-2010,internet
K21748,Zakenrelatie,Actief,8431 BL,Rotterdam,Utrecht,Netherlands,0164-682952,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-02-2010,Internet
2010010832272,Zakenrelatie,Actief,3812 TA,Delft,Zuid-Holland,Netherlands,0515 575826,0252-415812,Architecten Ext. BNA,,,11-07-2012,DM cd bestanden
K37840,Suspect,Actief,7161 RA,Schiedam,Vlaams Brabant,Netherlands,071-5894507,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
2010010829438,Zakenrelatie,Actief,3534 AM,AMSTERDAM,Zuid-Holland,Netherlands,072-5039847,,Architecten Ext. BNA,,,29-03-2016,Koude acquisitie
200907014554,Prospect,Actief,1019 AJ,Rotterdam,Noord-Holland,Netherlands,076-5658589,,Architecten Ext. BNA,,,11-03-2014,internet
2010010830823,Zakenrelatie,Actief,3741 LS,Sneek,Noord-Brabant,Netherlands,06-27091257,0514-563131,Architecten Ext. BNA,,,28-08-2012,DM cd bestanden
K20288,Zakenrelatie,Actief,4484 CA,Amsterdam,Groningen,Netherlands,010-2024698,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,DM cd bestanden
K38556,Zakenrelatie,Actief,6831 GV,VOORTHUIZEN,Zuid-Holland,Netherlands,020-6935603,,Architecten Ext. BNA,,,29-03-2016,DM cd bestanden
2010010812663,Klant,Actief,1012 CB,Lochem,Zuid-Holland,Netherlands,010-4124057,,Architecten Ext. BNA,,,18-02-2010,internet
1606081338,Zakenrelatie,Actief,1339 MN,Oosterhout,Noord-Brabant,Netherlands,0522-251955,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-10-2012,internet
K38647,Zakenrelatie,Actief,9822 AP,Dordrecht,Zuid-Holland,Netherlands,020-6373839,,Architecten Ext. BNA,,,09-09-2015,DM cd bestanden
1606082202,Zakenrelatie,Actief,2515 NG,Den Haag,Noord-Brabant,Netherlands,026-3526060,010-4126075,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,27-11-2013,Internet
K37453,Zakenrelatie,Passief,3013 BR,Lelystad,Noord-Brabant,Netherlands,0597-592550,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-10-2011,DM cd bestanden
1606081117,Suspect,Actief,2611 HR,Rotterdam,Noord-Holland,Netherlands,015-2123857,033-4451884,Architecten Ext. BNA,,,28-12-2015,internet
1606080663,Suspect,Actief,4421 MC,Leeuwarden,Noord-Holland,Netherlands,0113-237650,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-11-2015,internet
1606081364,Zakenrelatie,Actief,4328 LA,Dordrecht,Gelderland,Netherlands,040-2117341,,Architecten Ext. BNA,,,17-12-2008,internet
2010010832873,Zakenrelatie,Actief,3311 BW,Vlaardingen,Gelderland,Netherlands,070-3586262,0495-494108,Architecten Ext. BNA,,,17-02-2011,baan
2010010802181,Zakenrelatie,Actief,5737 ED,Amersfoort,Utrecht,Netherlands,034 353 2617,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-04-2013,DM cd bestanden
20090529077,Zakenrelatie,Actief,1382 AJ,Delft,Noord-Holland,Netherlands,010-4257622,040-2462530,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-10-2015,baan
2010010832943,Zakenrelatie,Actief,3981 AZ,Roderwolde,Zuid-Holland,Netherlands,0315-324843,0515-433035,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-04-2014,internet
1606082388,Suspect,Actief,6131 AL,Eindhoven,Noord-Holland,Belgium,0187-485800,033-4617001,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,DM cd bestanden
2010010832796,Zakenrelatie,Actief,2801 TZ,Baarn,Noord-Holland,Netherlands,06-41239733,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-05-2008,internet
2010010830832,Suspect,Actief,7311 LH,Geervliet,Zuid-Holland,Netherlands,0318-481522,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-10-2009,Internet
2010010832883,Klant,Actief,3526 KM,Voorthuizen,Zuid-Holland,Netherlands,038-3313129,,Architecten Ext. BNA,,,18-04-2014,internet
K38720,Zakenrelatie,Actief,3401 PX,Amsterdam,Noord-Holland,Netherlands,030-2145367,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-12-2012,internet
1606081945,Zakenrelatie,Actief,7329 AN,Delft,Noord-Brabant,Netherlands,06-19173480,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-02-2012,Beurs
200907014871,Zakenrelatie,Actief,3032 SB,Stiens,Flevoland,Belgium,0165-565000,0592 404 343,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-09-2009,Beurs
2010010832713,Zakenrelatie,Actief,1014 ZB,Waddinxveen,Noord-Holland,Netherlands,06-23444051,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-12-2013,DM cd bestanden
1606081514,Prospect,Passief,5521 AX,Assen,Noord-Holland,Netherlands,0165-343200,0223-684901,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-02-2010,internet
K37416,Prospect,Actief,1851 CR,Eesergroen,Drenthe,Netherlands,020-4284665,045-5714853,Architecten Ext. BNA,,,19-12-2007,Internet
2010010830216,Zakenrelatie,Actief,7151 HT,'s- Hertogenbosch,Utrecht,Belgium,079-3300654,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-06-2014,Koude acquisitie
1606081223,Suspect,Actief,2031 BZ,Delft,Overijssel,Belgium,0478-850214,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
K24180,Suspect,Actief,1018 WJ,Noordwijk aan Zee,Friesland,Netherlands,(279)5882167,,Architecten Ext. BNA,,,28-12-2015,internet
1606081359,Zakenrelatie,Actief,2611 LC,Hoogmade,Gelderland,Belgium,0521 341432,050-3138958,Architecten Ext. BNA,,,20-01-2014,DM cd bestanden
2010010831708,Prospect,Actief,5915 ES,Rotterdam,Noord-Holland,Netherlands,010-2409030,024-3572469,Architecten Ext. BNA,,,28-04-2014,DM cd bestanden
K38787,Zakenrelatie,Actief,4197 HE,Burgerveen,Zuid-Holland,Netherlands,020-4272825,0032-15611905,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-09-2011,internet
2010010806865,Zakenrelatie,Actief,4251 CV,Rotterdam,Noord-Brabant,Netherlands,023-5291722,030-2730289,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-01-2014,internet
1606081079,Zakenrelatie,Actief,6102 BJ,Deventer,Zuid-Holland,Netherlands,06-49388690,,Architecten Ext. BNA,,,07-06-2011,DM cd bestanden
1606081519,Zakenrelatie,Actief,8601 BK,Almelo,Flevoland,Netherlands,0174-235460,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-09-2012,internet
2010010828349,Zakenrelatie,Actief,1185 XW,Nijmegen,Utrecht,Netherlands,06-54317458,0229-272942,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-10-2009,DM cd bestanden
1606081146,Zakenrelatie,Passief,2281CX,Limmen,Noord-Holland,Netherlands,06-54377570,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-04-2015,internet
2010010831318,Zakenrelatie,Actief,6021 JV,Rotterdam,Zuid-Holland,Netherlands,020-6257733,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
K38416,Zakenrelatie,Actief,3603 CV,Voorburg,Noord-Holland,Netherlands,020-6868000,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2015,baan
2010010830568,Zakenrelatie,Actief,3893 GE,Valkenburg,Zuid-Holland,Netherlands,076-5012513,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2010,internet
2010010829445,Klant,Actief,9203 GD,Arnhem,Noord-Holland,Netherlands,088-6650011,,Architecten Ext. BNA,,,22-05-2012,internet
2010010817834,Zakenrelatie,Passief,5408 XM,Waddinxveen,Noord-Holland,Netherlands,020-6735762,,Architecten Ext. BNA,,,31-05-2012,DM cd bestanden
1606081228,Zakenrelatie,Actief,1213 BL,Voorschoten,,Netherlands,0187-603918,0594-614471,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,DM cd bestanden
2010010829991,Zakenrelatie,Actief,6524 KE,Utrecht,Drenthe,Netherlands,020-2044598,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
200907014282,Zakenrelatie,Passief,6582 BB,Bergen,Noord-Brabant,Netherlands,634889695,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2012,baan
2010010831450,Zakenrelatie,Actief,9728 SH,Loosdrecht,Zuid-Holland,Netherlands,0499-421888,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,internet
2010010832573,Suspect,Actief,4941 ZB,Bunde,Noord-Brabant,Netherlands,070-3971384,020 - 5304 820,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-07-2012,internet
1606081844,Klant,Actief,5101 BD,Werkendam,Gelderland,Netherlands,06-42307671,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-03-2010,internet
1606081197,Suspect,Actief,1031 CL,Heiloo,Limburg,Netherlands,038-4226633,088-6394675,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-05-2012,internet
2010010831601,Zakenrelatie,Actief,3241 AA,Delft,Zuid-Holland,Netherlands,0519-339350,073-6230434,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,DM cd bestanden
K37326,Zakenrelatie,Actief,4812 GP,Maasland,Noord-Holland,Netherlands,06-44870022,033-4621332,Architecten Ext. BNA,,,16-07-2012,internet
2010010829566,Suspect,Actief,9919 AB,Amsterdam,Friesland,Netherlands,070-3630793,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,Koude acquisitie
2010010805036,Zakenrelatie,Actief,2498 BC,Doorn,Vlaams Brabant,Netherlands,06-17670365,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,internet
2010010832669,Zakenrelatie,Actief,2641 KC,Cadier en Keer,,Netherlands,06-51310104,,Architecten Ext. BNA,,,29-06-2012,internet
1606081188,Zakenrelatie,Actief,5211 VK,Voorburg,Noord-Holland,Netherlands,,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
K37237,Prospect,Actief,3721 PB,Amsterdam-Zuidoost,Flevoland,Netherlands,06-38789529,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,internet
K38509,Klant,Actief,1054 JL,Lichtenvoorde,Flevoland,Netherlands,06-44120858,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
2010010827168,Suspect,Actief,6221 AE,Zwolle,Zuid-Holland,Netherlands,06-53401353,0591-676510,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-03-2014,internet
1606082874,Zakenrelatie,Actief,3111 AR,Enschede,Antwerpen,Netherlands,050-4042841,024-3790123,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,DM cd bestanden
1606080794,Suspect,Actief,B-2440,Amsterdam,Limburg,Netherlands,024-6636354,,Architecten Ext. BNA,,,28-04-2014,internet
K37741,Zakenrelatie,Actief,8441 PS,Havelte,,Netherlands,06-24695139,033-2450880,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-06-2010,internet
2010010829430,Zakenrelatie,Actief,2312 NR,Aerdenhout,Utrecht,Netherlands,0343-410279,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
2010010831843,Zakenrelatie,Actief,5066 BS,Zoetermeer,Gelderland,Netherlands,06-55757120,,Architecten Ext. BNA,,,27-06-2012,Internet
1606080681,Zakenrelatie,Actief,3571 NM,Ootmarsum,Zuid-Holland,Netherlands,0512-382210,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
2010010832105,Zakenrelatie,Actief,6512 CW,Twello,Noord-Holland,Netherlands,06-38733500,0341-251929,Architecten Ext. BNA,,,29-07-2010,internet
2010010830934,Zakenrelatie,Actief,8211 BE,Amersfoort,Noord-Holland,Netherlands,010-4047225,0418-459067,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,02-11-2015,DM cd bestanden
K21287,Prospect,Actief,2203 BB,Rotterdam,Noord-Holland,Netherlands,070-3631071,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-11-2009,internet
2010010832743,Zakenrelatie,Actief,2514 CN,Castricum (Limmen),Groningen,Netherlands,073-6142109,0314-365693,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,Koude acquisitie
1606082949,Zakenrelatie,Actief,5361 HA,Ulft,Zuid-Holland,Belgium,070-2040024,020-6271782,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-02-2011,internet
K22151,Zakenrelatie,Actief,2678 MN,Amsterdam,Zuid-Holland,Belgium,038-3317788,,Architecten Ext. BNA,,,20-11-2012,DM cd bestanden
2010010832781,Klant,Actief,3032 CK,Schipluiden,Zuid-Holland,Netherlands,0162-518098,075-6312571,Architecten Ext. BNA,,,18-10-2012,baan
2010010828209,Zakenrelatie,Passief,7131 GJ,Castricum,Zuid-Holland,Netherlands,0183-509509,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-02-2012,DM cd bestanden
1606080556,Zakenrelatie,Actief,1011 HZ,�t Goy (Houten),Noord-Holland,Netherlands,0227-513000,055-5787188,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-06-2014,internet
2010010832860,Zakenrelatie,Actief,1733 JA,Rotterdam,Noord-Holland,Netherlands,010-4113752,036-5234215,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-09-2013,DM cd bestanden
2010010828005,Suspect,Actief,7241 NG,Amsterdam,Noord-Holland,Netherlands,020-6060921,,Architecten Ext. BNA,,,08-02-2011,DM cd bestanden
2010010830468,Zakenrelatie,Actief,3708 JA,Petten,Noord-Holland,Netherlands,06-14855650,010-4369573,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-06-2015,internet
2010010832630,Zakenrelatie,Actief,3646 BB,Kampen,Zuid-Holland,Netherlands,06-24171820,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,DM cd bestanden
200907014340,Zakenrelatie,Actief,3211 BA,Arnhem,Zuid-Holland,Netherlands,0152-145656,033-4610854,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-06-2012,internet
1606082629,Zakenrelatie,Actief,5854 AM,Amsterdam,Noord-Brabant,Netherlands,06-15322795,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-03-2014,Beurs
2010010829347,Zakenrelatie,Passief,3039 ZW,Koudekerk aan den Rijn,Antwerpen,Netherlands,0111-416354,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-02-2012,DM cd bestanden
2010010827438,Zakenrelatie,Actief,2517 HV,Breda,Groningen,Netherlands,020-6927415,020-6374316,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,Beurs
K38543,Suspect,Actief,5612 CK,Hengelo,Zuid-Holland,Netherlands,0575-450218,0521-594848,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-02-2014,internet
K38247,Zakenrelatie,Actief,9761 CJ,Utrecht,Noord-Holland,Netherlands,033-4701188,,Architecten Ext. BNA,,,16-01-2014,internet
1606081929,Zakenrelatie,Actief,2026 XR,Hilversum,Vlaams Brabant,Netherlands,070-3004888,,Architecten Ext. BNA,,,25-03-2011,DM cd bestanden
2010010831877,Suspect,Actief,2518 HX,Rotterdam,Gelderland,Netherlands,035-5334916,070-3625678,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-07-2012,Koude acquisitie
K38519,Zakenrelatie,Actief,7075 AC,Sliedrecht,Noord-Holland,Netherlands,077-3984449,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-12-2012,internet
2010010827711,Zakenrelatie,Actief,5591 EA,Utrecht,Gelderland,Netherlands,015-7111064,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,10-02-2009,Koude acquisitie
2010010832850,Zakenrelatie,Actief,6543 KE,Den Haag,Noord-Holland,Netherlands,020-4230303,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2010,Via relatie
2010010832664,Prospect,Actief,3628 BA,Moerdijk,Nordrhein-Westfalen,Netherlands,06-14213149,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-05-2011,internet
2010010822114,Zakenrelatie,Passief,3024 BN,Bilthoven,Noord-Holland,Netherlands,0164-266329,,Architecten Ext. BNA,,,11-10-2010,internet
1606082710,Zakenrelatie,Actief,4818 NA,Groningen,Noord-Holland,Netherlands,040-2434045,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-04-2014,internet
2010010832259,Zakenrelatie,Actief,2593 XV,'s-Hertogenbosch,Drenthe,Netherlands,070-3479277,058-2880666,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,26-03-2014,internet
2010010831674,Zakenrelatie,Actief,1511 BL,Amerongen,Noord-Holland,Netherlands,0578-629956,,Architecten Ext. BNA,,,18-02-2008,DM cd bestanden
2010010832354,Zakenrelatie,Actief,6211 RZ,AMSTERDAM,Noord-Holland,Netherlands,058-2573665,,Architecten Ext. BNA,,,19-01-2010,DM cd bestanden
K37246,Zakenrelatie,Actief,4611 MC,Zaandam,Noord-Holland,Netherlands,010-2140972,045-5670506,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,DM cd bestanden
K38737,Suspect,Actief,2121 XM,Rotterdam,Utrecht,Netherlands,0226-341647,,Architecten Ext. BNA,,,14-11-2013,internet
2010010831136,Suspect,Actief,6131 HK,Spijkenisse,Drenthe,Netherlands,0412-650292,010-2810032,Architecten Ext. BNA,,,29-07-2010,internet
2010010832896,Zakenrelatie,Actief,3543 CK,Nijmegen,Noord-Holland,Netherlands,074-2916774,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-06-2011,DM cd bestanden
2010010831875,Suspect,Actief,3771 RH,Uitgeest,Gelderland,Netherlands,0345 271 6200,035-5432477,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-04-2014,internet
2010010827992,Zakenrelatie,Passief,9403 TS,Nuenen,Noord-Holland,Netherlands,050-3136800,0032-06469802,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,Beurs
2010010832636,Zakenrelatie,Actief,1135 XN,Rotterdam,Limburg,Netherlands,020-5702040,030-2672329,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-07-2011,internet
2010010831252,Zakenrelatie,Actief,2596 CJ,Zoetermeer,Noord-Holland,Netherlands,043-3654308,,Architecten Ext. BNA,,,29-04-2010,DM cd bestanden
K38619,Zakenrelatie,Actief,1056 TZ,Rotterdam,Gelderland,Netherlands,,010-7503609,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,04-05-2012,DM cd bestanden
