house_number,city,province,postcode,country
11,EINDHOVEN,,6922 JK,Nederland
,SPIJKENISSE,,5145 NW,Nederland
,EINDHOVEN,,1043 AP,Nederland
20,,,5680 AK,Nederland
32,GORINCHEM,,3511 GC,Nederland
-,AMSTERDAM,,,Nederland
4,HILVERSUM,,,Nederland
11,MIJDRECHT,,Breda,Nederland
,ZAANDAM,,2014 HT,Nederland
25,,,1096 BC,Nederland
,KEERBERGEN,,2511 BH,Nederland
,,Zuid-Holland,1332 AT,Nederland
2,GELEEN,,4879 AH,Nederland
9 Gebouw B,ISTANBUL,,,Nederland
766 F,MAARSSEN,,5248 NT,Nederland
- -,Schiphol,,4822 NJ,Nederland
,,,3528 BJ,België
7,BREDA,,77032,Nederland
7,SINGAPORE,,,Nederland
8,TILBURG,,,Nederland
1/101,,,6222NW,Nederland
3,Middelburg,,4741 RJ,Nederland
-,AMSTERDAM,,1704 RS,Nederland
945,ROTTERDAM,,,Nederland
6,GENT-ZWIJNAARDE,,4416 PJ,Nederland
38,EINDHOVEN,,7522 NB,Nederland
1,RHEDEN,,1438 AN,Nederland
45,Oudewater,,3011 BL,Nederland
256,BREDA,,1011 KK,Nederland
202,ALPHEN,,5133 TL,Nederland
4,DOETINCHEM,,4153 RD,Nederland
14 c,BREDA,,4814 AB,Nederland
1,AMSTERDAM,,,Nederland
20,ZARAGOZA,,5037 DB,Nederland
,,,15212-5858,Nederland
,UTRECHT,,,Nederland
,S GRAVEZANDE,,NL-3016 BC,Nederland
1006,AMERSFOORT,,1332 AT,Nederland
23,BREDA,,,Nederland
1,HOOFDDORP,,,Nederland
3,HASSELT,,,Nederland
,EERSEL,,400 614,Nederland
,UTRECHT,,3833 LB,Nederland
,,,4817 BL,Nederland
320,'S GRAVENHAGE,,,Nederland
102,BREDA,,4902 TT,Nederland
13,ZEVENBERGEN,,5126 PT,Nederland
1,,,,Nederland
75,Helmond,,6225 XW,Nederland
3,,,5556VL,Nederland
7324,,,7773 NM,Nederland
57,De Bilt,,3903 KJ,Nederland
120,AMSTELVEEN,,2595 AM,België
18,DEN BOSCH,,1118 BG,Nederland
75,EKE,,3771 ME,Nederland
1,VLISSINGEN,,1186 MJ,Nederland
888,OOSTERHOUT,,Kowloon,Nederland
,DEN HAAG,,553 16,Nederland
,HOEVELAKEN,,2371 TX,Nederland
3777,,,2600,Nederland
3,BREDA,,1851 NG,Nederland
2,BREDA,,4817 ZZ,Nederland
2,BARENDRECHT,,,Nederland
2,,,1412 HJ,Nederland
,,,,Nederland
39a ,ROTTERDAM,,8071 CW,Nederland
2,BAVEL,,1112 TB,Nederland
10,EINDHOVEN,,100600,Nederland
31,ROTTERDAM,,2715 CA,Nederland
71,Poeldijk,,3144 EG,Nederland
4,,,5612 MA,Portugal
99-101,MIDDELHARNIS,,,Nederland
8,TILBURG,,5015 BT,Nederland
4,Tilburg,,PA 19312,Nederland
1225 WTC Toren B level 12,,,-,Nederland
5,DEN HAAG,,,Nederland
1 -6,HOOGVLIET ROTTERDAM,Noord-Brabant,,Nederland
8,,,011823,Nederland
,,,5462 GG,Nederland
35,AMSTERDAM,,2517 AA,Nederland
120,PARIS,,1082 MC,Nederland
31,'S-HERTOGENBOSCH,,2132 JD,Nederland
52 A,HOUTEN,,6825 ME,Nederland
11,CHICAGO,,5047 RH,Nederland
20,AMSTERDAM,,,Nederland
12,Amsterdam,,,Nederland
1,MAASTRICHT,,7417 BJ,Nederland
16,,,3513 EL,Nederland
,LE HAVRE,,,Nederland
81,ETTEN-LEUR,,6591 XN,Nederland
35,BREDA,,3062 ME,Nederland
33 -36,ASHFORD SURREY,,5651 GG,Nederland
21,DRONGELEN,,5656 AE,Nederland
173,TERVUREN,,,Nederland
,Den Haag,,5037 AB,Nederland
5,BREDA,,5491 DC,Nederland
12,ZOETERMEER,,,Nederland
,Den Haag,,3044 AS,Nederland
26,,,35131,Nederland
,,,77305,Nederland
,VELDHOVEN,,6541 BW,Nederland
7,OOSTERHOUT,,5644 RG,Nederland
41,AMSTERDAM,,4751 XN,Nederland
,VENLO,,4813DA,Nederland
2-14,UTRECHT,,50197,Nederland
30,ETTEN LEUR,,1043 GR,Nederland
,Rotterdam,,,Nederland
2806 A,HILVERSUM,,3015 CX,Nederland
151,BREDA,,3532 TH,Nederland
,ANTWERPEN,,,Nederland
,DEN HAAG,,4791 RM,Nederland
201,TILBURG,,4811 BB,Nederland
1,BREDA,,,Nederland
,HILVERSUM ,,,Nederland
45,Gent,,11156,Nederland
91,ROTTERDAM,,,Nederland
5,,,5541RA,Nederland
,Ridderkerk,,,Nederland
8,,,3882 RH,Nederland
71,,,2517 JL,Nederland
31,DARMSTADT,,27568,Nederland
8 a,BREDA,,,Nederland
387,ROTTERDAM,,,Nederland
19,,,,Nederland
,,,2964 AM,Nederland
9,,,7511 JM,Nederland
1 b,Best,Noord-Brabant,,Nederland
9,ETTEN-LEUR,,5015 TG,Nederland
,,,1272 PH,Brazil
1230,Den Haag,,6881 TB,Nederland
14,,,7005 BL,Nederland
7,TIEL,,2000,Nederland
,GREENVILLE,,4814 RR,Nederland
22,BREDA,,5248 NT,Nederland
,NIEUWEGEIN,,4811 KA,Nederland
11-13,OOSTERHOUT,,2909 VA,Nederland
25,ROTTERDAM,,1018 LL,Nederland
1,VEENINGEN,,6814 KD,Nederland
12 e,BREDA,,4791 RT,Nederland
8,ROTTERDAM,,1015 BT,Nederland
17,AMSTERDAM,,Apeldoorn,Nederland
15,BOXTEL,,3165 AM,Nederland
,'S-HERTOGENBOSCH,,1130,Nederland
22,TILBURG,,9 tr,Nederland
8517,PARIS,,1175RB,Nederland
81 a,,,2500 BT,Nederland
10,ROTTERDAM,,3511 RC,Nederland
,Utrecht,Maharashtra,,Nederland
760,BREDA,,4823 KE,Nederland
145,,,,Nederland
,LEIPZIG,,5709 ME,Nederland
,GLD,,4872 BL,Nederland
15,Eindhoven,,9728 BM,Nederland
1,Houston,,2242BE,Nederland
12,YORK,,1016BS,Nederland
60\A,AALSMEER,,2031 EC,Nederland
,ALMERE,,,Nederland
66,,,1013AA,Nederland
100,,,7551 GR,Nederland
6,New Bombay,,4455 SX,Nederland
,Amsterdam,,1213 PG,Nederland
3,Abu Dabi,,,Nederland
64,KRUNNINGEN,,,Nederland
,VALBURG,,,Nederland
3 -5,NIEUWERKEK A/D IJSSEL,,,Nederland
6,VEENENDAAL,,3861 RG,Nederland
,DEN HAAG,,B-8200,Nederland
2,ROTTERDAM,,4813 DA,Nederland
3,AMSTERDAM,,,Italy
,,,1329 BN,Nederland
1,BRUSSEL,,,Nederland
8,RIDDERKERK,,1098,Nederland
8,SCHIJNDEL,,3216 AR,Nederland
7,EDE,,,Nederland
15A,,,5803 AN,Nederland
31,DORDRECHT,,4708 AJ,Nederland
1,BREDA,,1313 AN,Nederland
200,ARNHEM,,,Verenigd Koninkrijk
,'S-HERTOGENBOSCH,,1118 CP,Nederland
8,AMSTERDAM,,PA 18015,Nederland
22,,,4588 KD,Nederland
35,PRETORIA,,,Nederland
15,,,,Nederland
,AMSTERDAM,,Huizen,Nederland
1,,,,België
,AMSTERDAM,,3022ZH,Nederland
104,,,1115 AD,Nederland
17,NIEUW - VENNEP,,5301LJ,België
12,LONDON,,40278,Nederland
40,TILBURG,,2132 TZ,Nederland
20,NIJMEGEN,,4815 PN,Nederland
,ROOSENDAAL,,5032 MJ,Nederland
3,Horst,,5616 NJ,Nederland
33,BREDA,,2512VX,Nederland
223,DAMWOUDE,Zuid-Holland,5081 CS,Nederland
14,AMSTERDAM,,5321 JV,Nederland
111,,,1118 BH,Nederland
8,DIEMEN,,3075 JH,Duitsland
4,BRUSSEL,,1213 PE,Nederland
,,,,Nederland
184,BREDA,,3062 ME,Nederland
,,,3356LL,Nederland
3 A,,,5015 TC,Nederland
8,SCHIPHOL,,3072 AP,Nederland
1,DEVENTER,,3812 TA,Nederland
,ROTTERDDAM,,3261jj,Nederland
133,,,,Nederland
,BILTHOVEN,,3199 LD,Nederland
4,ZARAGOZA,,6828 HS,Nederland
15,,,4817 ME,Nederland
13,VENICE,,4931DH,Nederland
81-83,,,4206 AC,Nederland
70 a,GIESSENBURG,,,Nederland
14,HILVERSUM,,5616VA,Nederland
1,,,4817 ZD,Nederland
127 a,,,4751 PP,Nederland
2,BADHOEVEDORP,,,Nederland
1,,,,Nederland
10,MAASDIJK,,3044 CJ,Nederland
43,VLAARDINGEN,,,Nederland
13,'S HERTOGENBOSCH,,2132 MZ,Nederland
,BREDA,,4283 JG,Nederland
10,EINDHOVEN,,C.C.12 717 130,Nederland
12,Rotterdam,,5145 PB,Nederland
,,,4902 ZP,Saudi Arabia
2,Delft,,B-1120,Nederland
300,GOUDA,,,Nederland
,Roosendaal,,3089 JH,Nederland
41,BREDA,,1060 LX,Nederland
66,DEN HAAG,,4813XD,Verenigd Koninkrijk
108,OUD-GASTEL,,3534 AM,Nederland
291,DEN HAAG,,5612 AZ,Nederland
,,,4904 MH,Nederland
1,,,5210,Ukraine
,AMSTERDAM,,4818 CP,Nederland
1,MAASTRICHT,,2521 EN,United States
158 C,HAAKSBERGEN,,POB 8464,Nederland
26,,,3641 SM,Nederland
1,GOUDA,,3088 GB,Nederland
4,UTRECHT,,3511 EW,Nederland
,,,3197 KJ,Indonesia
50,Milsbeek,,1062 HH,Nederland
,,,6003 DB,Nederland
25,DIEMEN,,2595 BJ,Nederland
39,Gulou District NANJING,,,Nederland
,Utrecht,,6709 PA,Nederland
2,,,2594 AV,Nederland
7,ROTTERDAM,,4612 RC,Nederland
,LISSABON,,Sint Janslaan 6,Nederland
104,STROMBEEK-BEVER,,1077 XX,Nederland
130-156,Tegelen,,5651 GG,Nederland
34,DUIVENDRECHT,,-,Nederland
7061,RIJSWIJK,,4836 LG,Italy
,HAARLEM,,,Nederland
65,WORMERVEER,,2627 BM,Nederland
14,BRUSSEL,,2718 SG,Nederland
,,,,Nederland
,,,2595 AL,Nederland
1,,,D-20099,Nederland
,APLPHEN AAN DEN RIJN,,2491 BJ,Nederland
26,HOUTEN,,,Nederland
,ROTTERDAM,,,Nederland
246 e,MADRID,,3723 DL,Nederland
,AMERSFOORT,,,Nederland
19,,,4836 LD,Nederland
100,DIEPENBEEK,,1821 BN,Nederland
37,SCHIPHOL,,3141 JA,Nederland
17,EINDHOVEN,,3542 EB,Nederland
5,Rotterdam,,3024 AN,Nederland
,BREDA,,,Nederland
33,SCHIPHOL RIJK,,5503 LM,Nederland
8,,,1077 AR,Nederland
2,,,,Nederland
65,BREDA,,5258 PV,Nederland
,Grace-Hollogne,,4817 ZH,Nederland
,BREDA,,,Nederland
1,,,1217 GP,Nederland
5,ZOETERMEER,,1213 AC,Nederland
3051,ZAANDAM,,4782 PP,Nederland
1,DEN HAAG,,5900 MA,Nederland
76 B,UTRECHT,,5616 VB,Nederland
,DEN HAAG,,Dublin Airport,Nederland
6-10,MIERLO,,3433 PH,Nederland
1,'s-Hertogenbosch,,8911 AW,Nederland
145,WAALWIJK,,4761 RK,Nederland
,Breda,,3528 BJ,Nederland
,Oosterhout,,5521 DW,Nederland
35,PAPENDRECHT,,1815 AB,Nederland
141 JFK,GOOR,,4811 XS,Sweden
28,Dongen,,4811RJ,Nederland
,BRUSSEL,,1970 AL,Nederland
2121,DOORN,,3526 KL,Nederland
,HENGELO,,4818 RD,Nederland
,EINDHOVEN,,3011 AA,Italy
1,ROTTERDAM,,Sliedrecht,Nederland
,,,3439 LM,Nederland
2,UTRECHT,,,Nederland
10,DELFT,,5986 PM,België
,Brussel,,3015 GE,Nederland
131,SCHIPHOL,,8308 AH,Nederland
28,AMSTERDAM,,,Nederland
22,,,4921 BV,Nederland
,ROTTERDAM,,3528 BE,Nederland
800,,,5221 LN,Nederland
60,,,4116 HA,Nederland
24,NEW CAIRO,,,Nederland
1,BREDA,,3824 MP,Nederland
1,BERGEN OP ZOOM,,3356 LE,Nederland
1,AMSTERDAM Z-O,,5657 EA,Nederland
148,DEN HAAG,,8500,Nederland
2,BREDA,,1507 CX,Nederland
350,ANTWERPEN,,CA 90095-1481,Nederland
41,AMSTERDAM,,1043 NX,Nederland
20,WAALWIJK,,,Nederland
83,,,B 2500,Nederland
5,Amsterdam,,6851 EJ,Nederland
4,AMERSFOORT,,5085 NM,Nederland
,,,,Nederland
,BREDA,,5502 SB,Nederland
3 -5,,,3732 HM,Nederland
,BREDA,,2595 AL,Nederland
93,EMMEN,,,Italy
134,,,3316 EE,Nederland
,,,3133 AT,België
333,Amsterdam,,Sint-Michielsgestel,Nederland
5,,,1059 CM,Nederland
2,UTRECHT,,4917 HA,Nederland
10,,,2153 PL,Nederland
,,,5616 NJ,Nederland
10200,OISTERWIJK,,,Nederland
50,BREDA,,,Nederland
,DIEPENVEEN,,1103 RD,Duitsland
20,LANGEZWAAG,,7944 HX,Nederland
1,ANTWERPEN,Utrecht,,Nederland
1,ZOETERMEER,,,Nederland
23A,EINDHOVEN,,4811 JJ,Nederland
,,,4241 TH,Nederland
2,,,,Nederland
55,OOSTERHOUT,,2803 PE,Nederland
13,DELFT,,2273 XV,Nederland
21,UTRECHT,,5048 CG,Nederland
55,MAASVLAKTE ROTTERDAM,,DK-9100,Nederland
7,,,,Nederland
110,Waalwijk,,5528 NB,Nederland
59,CAPELLE A/D IJSSEL,,6709 PA,Nederland
,Santa Clara CA,,,Nederland
,LUMMEN,,7431 AT,Nederland
2,AMSTERDAM,,,Nederland
8,VOORBURG,,5571 SK,Nederland
42,,,3992 AE,Nederland
54,APELDOORN,,3771 MN,Nederland
525,HOOFDDORP,,,Nederland
,'S-HERTOGENBOSCH,,,Nederland
80,WOERDEN,,,Nederland
23,HETEREN,,,Nederland
,HOUTEN,,,Nederland
14,JÖNKÖPING,Zuid-Holland,,Nederland
30,SCHIJNDEL,,3527 WB,Nederland
46,VIANEN,,104,Nederland
99,BADHOEVEDORP,,-,Nederland
50,STOLWIJK,,1000,Nederland
,BREDA,,,Nederland
,BERGEN OP ZOOM,,2800,Nederland
1 1,AMSTERDAM,,1017 WV,Nederland
,,,SE-433 64,Nederland
,DE LIER,,6071 RA,Nederland
10,AMSTERDAM,,,Nederland
50,Tokyo,,8253 CN,Nederland
5a,,,,Nederland
,,,4814 ND,Nederland
27,,,50009,Nederland
,,Noord-Brabant,3089 JH,Nederland
24,EINDHOVEN,,3860 BA,Nederland
5 bus 15,'S-HERTOGENBOSCH,,2352 BM,Nederland
2,,,Asten,Nederland
41,ANTWERPEN,,2595 BN,Nederland
,DEN HAAG,,1117 BM,Nederland
104,ZWIJNDRECHT,,,Nederland
55,MAASTRICHT,,10018,Nederland
,LONDON,,,Nederland
1,BREDA,,9781 AC,Nederland
,AMSTERDAM,,B-9050,Nederland
43,BERCHEM,,,Nederland
6,BREDA,,1077 ZZ,Nederland
27,TEGELEN,,4818 CR,Nederland
150,,,5368 AX,Nederland
92,,,5234 KA,Nederland
10,,,2719 EE,Nederland
1600 app 304,,,7325 WZ,Nederland
3,,,3087 CH,Nederland
141,GELEEN,,5145 PE,Nederland
- -,AMSTERDAM,,53285 GP,Nederland
145,,,4907 HC,Nederland
23,,,3527 JP,Nederland
2,EINDHOVEN,,1033 SN,Nederland
70,AMSTERDAM,,4823 AD,Nederland
,ROTTERDAM,,4813 DA,Nederland
,HILVERSUM,,3534 BC,Nederland
4200,,,B-1000,Nederland
54,AXEL,,3089 JH,Nederland
,HOOGVLIET,,2153 PH,Duitsland
31 4907 PN,,,4815 PT,Nederland
,,,3161 WD,Nederland
21,BREDA,,1424 LD,Nederland
60,HOOFDDORP,,,Nederland
,ROTTERDAM,,3821 BR,Nederland
,,,7521 PV,Nederland
300,DELFT,,5231 BS,Nederland
,ROOSENDAAL,,4813 DA,Nederland
15 d,,,1812 PM,Nederland
11,BARENDRECHT,,3903 LX,Nederland
85,RIEL,,2685 DG,Nederland
30,,,53113,Nederland
,AMSTERDAM,,5253 RC,Nederland
10,ROTTERDAM,,1018 BH,Switzerland
2,BERGAMBACHT,,8243 PZ,Nederland
6520,,,SW12 9ER,Nederland
8,Rossum,,,Nederland
5,,,4834 LL,Nederland
2,ZWOLLE,,4941 TB,Duitsland
,ARCEUIL,,1506 RZ,Nederland
3,,,,Nederland
13,,,57122,Nederland
,AMERSFOORT,,3542 DL,Nederland
,ALKMAAR,,3818 GA,Nederland
,HULST,,1432 DJ,Nederland
,AMSTERDAM,,2722 NN,Nederland
51,Utrecht,,1383 HT,Nederland
60,Gouda,,1351 JH,Nederland
7,TILBURG,,3526 KS,Nederland
5790,AMSTERDAM,,5553 CS,Nederland
162,EINDHOVEN,,7491KD,Nederland
6,,,2803 PE,Nederland
10A,LONDON,,3195 ND,Nederland
-,Aalborg,,,Nederland
,AMSTERDAM,,3511 BW,Nederland
5,SINT-MICHIELSGESTEL,,,Nederland
4,Alphen a/d Rijn,,5017 HP,Nederland
80,,,,Nederland
31 a,ANTWERPEN,,4707 ZH,Nederland
1,ALMELO,,,Verenigd Koninkrijk
,,,4782 PV,Nederland
9,BREDA,,2401 MR,Nederland
41,NIJMEGEN,,4761 VH,Nederland
,OOSTERHOUT,,3771ED,Sweden
,CAPE TOWN,,4824 EH,Nederland
197,DEN HAAG,,3526 KS,Nederland
1,Ridderkerk,,1118 LE,Nederland
11 -13,ROSSUM,,59000,Nederland
,CAIRO,,1505 HK,Nederland
30,Almelo,,D-40213,Nederland
5,UTRECHT,,3089 JC,Nederland
,UTRECHT,,5038 CD,Nederland
6,ROTTERDAM,,1018 VN,Nederland
5,SCHIPHOL ZUID OOST,,10374,Nederland
33,AMERSFOORT,,3311 RR,Nederland
2,UTRECHT,,2954 PA,Nederland
10,,,8233 BR,Nederland
13,CULEMBORG,,5015 BP,Nederland
2,NOIDA UP,,4818 NL,Nederland
41,ROTTERDAM,,6523LC,Nederland
1328,VELP,,Den Haag,Nederland
11,KOLHAM,,2628 BX,Nederland
,VENLO,,,Nederland
18 e,EINDHOVEN,,6921 RZ,Nederland
,Naarden,,,Nederland
77,,,28031,Nederland
,EMMEN,,,Nederland
20 bus 5,,,2031 CC,Nederland
1,'S-HERTOGENBOSCH,,1013 AA,Nederland
6,ESSEN,,2676 LV,Nederland
128,Voorburg,,3526 KS,Nederland
3A,BEST,,,Nederland
26,REEUWIJK,,4849 BR,Nederland
,Alphen aan Den Rijn,,5674 PS,Nederland
,ROTTERDAM,,3208 KB,Nederland
44,Breda,,57180,Nederland
203,HOEK VAN HOLLAND,,,Nederland
,ROTTERDAM,,1424 PB,Nederland
32,HILVERSUM,,4121 KS,Nederland
24,AMSTELVEEN,,,Nederland
351,ROTTERDAM,,,Nederland
29,ROELOFARENDSVEEN,,B-9000,Nederland
10,WAGENINGEN,,3439 NJ,Nederland
13,,,,Nederland
10,AMSTERDAM,,,Nederland
11 14th ,HEERHUGOWAARD,,PO2 8EB,Nederland
16,ROTTERDAM,,6161 RD,Nederland
1,,,,Nederland
,,,4847 KL,Nederland
90,,,210009,Sweden
19,'s-Hertogenbosch,,Waalwijk,Nederland
7081,DEN BOSCH,,1424 PX,Nederland
1,DUSSELDORF,,,Nederland
1,,,,Nederland
102D,TILBURG,,2289 CL,Nederland
,REUSEL,,6921 RZ,Nederland
52,VENLO,,,Nederland
18,NIEUWEGEIN,,4691 DZ,Nederland
,AMERSFOORT,,8162 GD,Nederland
29,,,2311 EZ,Nederland
87-93,BERGEN OP ZOOM,,5482 TL,Nederland
4255,S'-HERTOGENBOSCH,,400009,Nederland
,DEN HAAG,,7575 DA,Nederland
,ARNHEM,,,Nederland
1351,,,3165 AM,Nederland
,ZALTBOMMEL,,3079 DZ,Nederland
114,DORDRECHT,,2312 JX,Nederland
,MUNSBACH,,Horn,Nederland
64,MOERDIJK,,6800 HA,Nederland
,,,4811 HT,Nederland
214,,,2713 HX,Nederland
,DELFT,,1119 NT,Nederland
,ROTTERDAM,,1050,United States
9,ZOETERWOUDE,,B-2000,Nederland
9,ZUTPHEN,,7811 AP,Nederland
22 B,,,3542 EB,Nederland
51,UTRECHT,,1438 AN,China
21 Floor - room 2101,SCHIPHOL,,Oosterhout,Nederland
- -,LEUVEN,,5657 EE,Nederland
,ETTEN-LEUR,,5048 CA,Nederland
201,AMSTERDAM,,1011 PN,België
11,BREDA,,3208 LA,Nederland
7,EINDHOVEN,,,Nederland
120,DRIEBERGEN,,8930,Nederland
871,BREDA,,2496 ZT,Nederland
401 21st,DORDRECHT,,5928 LD,Nederland
3B,ALKMAAR,,5216 TV,Nederland
35,CAPELLE A/D IJSSEL,,FI-33100,Nederland
161,,,4817BL,Nederland
21,VEGHEL,,5684 PZ,Nederland
1,,,,Nederland
,LIVORNO,,5331kj,Nederland
223,DEN HAAG,,2511 VE,Nederland
,DELFT,,4811 GP,Nederland
