unknown,unknown,unknown,postcode,city,country,province,country,telephone_nr,telephone_nr,unknown,unknown,sbi_description,date,unknown
1606081683,Zakenrelatie,Actief,2964 BV,Roermond,Europe,Friesland,Netherlands,06 5096 3188,010-2334902,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-02-2010,internet
1606080165,Zakenrelatie,Actief,7131 DM,Berlicum,Europe,Zuid-Holland,Netherlands,0342-417459,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",30-12-2009,DM cd bestanden
2010010829551,Zakenrelatie,Passief,5231 GT,Oirschot,Europe,Flevoland,Netherlands,0182-682382,0183-442586,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-02-2010,DM cd bestanden
1606080608,Zakenrelatie,Actief,3011 VD,Utrecht,Europe,Gelderland,Netherlands,010-4139033,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,internet
1606080497,Zakenrelatie,Actief,9051 ST,Eindhoven,Europe,Noord-Holland,Netherlands,040-2818622,0594-505133,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606080251,Zakenrelatie,Actief,1016 LE,Hardenberg,Europe,Noord-Brabant,Netherlands,06-23914244,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,internet
200907014419,Zakenrelatie,Actief,1211 GA,Deventer,Europe,Drenthe,Netherlands,06-54915966,0513-681622,Architecten Ext. BNA,K. Financiele instellingen,,29-05-2015,internet
2010010830611,Zakenrelatie,Actief,3071 KB,Rotterdam,Europe,Gelderland,Netherlands,0294-234800,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-01-2010,Beurs
1606080936,Zakenrelatie,Actief,1016 TV,Breda,Europe,Noord-Holland,Netherlands,0570-592323,0174-620152,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-08-2009,DM cd bestanden
1606080324,Zakenrelatie,Actief,5211 XC,Sint-Oedenrode,Europe,Noord-Brabant,Netherlands,0493-314490,046-4862100,Architecten Ext. BNA,K. Financiele instellingen,,07-10-2009,internet
1606080860,Zakenrelatie,Actief,8271 BL,Amsterdam,Europe,Zuid-Holland,Netherlands,0320-413125,013-5056008,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-05-2010,DM cd bestanden
1606080193,Zakenrelatie,Actief,1069 CB,Putten,Europe,Noord-Brabant,Netherlands,0229-219765,0348-4443663,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-03-2013,DM cd bestanden
K38049,Zakenrelatie,Actief,1066 WT,Den Haag,Europe,Zuid-Holland,Netherlands,043-3588200,010-2800138,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-10-2015,internet
K38829,Zakenrelatie,Actief,1985 BJ,Rotterdam,Europe,Noord-Brabant,Netherlands,023-5400464,058-2501798,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",04-02-2010,DM cd bestanden
1606080115,Zakenrelatie,Actief,9251 JX,Amsterdam,Europe,Zuid-Holland,Netherlands,076-5208037,043-3255922,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-07-2010,DM cd bestanden
1606080560,Zakenrelatie,Actief,3137 XB,Bilthoven,Europe,Noord-Brabant,Netherlands,,0183-405012,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",28-10-2009,internet
2010010829890,Zakenrelatie,Actief,5671 CC,Denekamp,Europe,Groningen,Netherlands,046-4205555,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-04-2010,DM cd bestanden
1606080606,Zakenrelatie,Actief,3023 GD,Amsterdam,Europe,Gelderland,Netherlands,010-2819981,055-5225739,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-06-2010,DM cd bestanden
2010010816375,Zakenrelatie,Actief,3341 LH,Groningen,Europe,Zeeland,Netherlands,06-34855134,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-04-2009,Beurs
2010010830154,Zakenrelatie,Actief,1077 EL,Vlaardingen,Europe,Noord-Holland,Netherlands,076-5411176,030-2452404,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-05-2012,DM cd bestanden
1606080245,Zakenrelatie,Actief,5331 AK,Best,Europe,Zuid-Holland,Netherlands,0575-462588,0113-342767,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2010,DM cd bestanden
1606080681,Zakenrelatie,Actief,9981 AM,Lelystad,Europe,Noord-Brabant,Netherlands,023-5398254,020-5309399,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",24-06-2009,DM cd bestanden
1606080424,Zakenrelatie,Actief,9752 NB,Waalre,Europe,Noord-Brabant,Netherlands,077-4663370,020-4211930,Architecten Ext. BNA,K. Financiele instellingen,,29-05-2015,DM cd bestanden
1606080952,Zakenrelatie,Actief,6971 KD,Haarlem,Europe,Noord-Brabant,Netherlands,0162-687571,073-6123495,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606080431,Prospect,Actief,3117 PM,Middelaar,Europe,Zuid-Holland,Netherlands,010-4764081,020-6187677,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-06-2010,DM cd bestanden
2010010828381,Zakenrelatie,Actief,3037 PG,Amsterdam,Europe,Zuid-Holland,Netherlands,0519-241550,026-4457027,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",15-06-2010,Telefoon
1001572,Zakenrelatie,Actief,1217 NC,Helmond,Europe,Zuid-Holland,Netherlands,073-6147568,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-09-2009,internet
1606080708,Zakenrelatie,Actief,2371 EW,Amerongen,Europe,Noord-Holland,Netherlands,040-2018257,053-4314724,Architecten Ext. BNA,Onbekend,,02-12-2010,DM cd bestanden
1606082169,Zakenrelatie,Actief,5921 HH,Rotterdam,Europe,Noord-Holland,Netherlands,0515-231198,043-4551797,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-07-2010,DM cd bestanden
1606080394,Zakenrelatie,Actief,3012 AR,Groningen,Europe,Noord-Brabant,Netherlands,0411-643555,0497-515738,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",30-06-2010,DM cd bestanden
K21561,Zakenrelatie,Actief,3071 NS,'s-Hertogenbosch,Europe,Zeeland,Netherlands,0346-563322,010-4045669,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-11-2009,DM cd bestanden
1606080577,Zakenrelatie,Actief,5622 NG,Purmerend,Europe,Overijssel,Netherlands,010-4158845,075-6219941,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-02-2010,DM cd bestanden
1606080220,Zakenrelatie,Actief,2969 AD,Venlo,Europe,Limburg,Netherlands,010-2131818,074-2504323,Architecten Ext. BNA,Onbekend,748751 Binnenhuisarchitecten en interieurontwerpers e.d.,01-12-2009,internet
2010010830367,Zakenrelatie,Actief,1012 RW,Rotterdam,Europe,Limburg,Netherlands,1024404403,071-3413451,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",14-04-2010,DM cd bestanden
1606080888,Suspect,Actief,5672 CJ,NIJMEGEN,Europe,Zuid-Holland,Netherlands,06-13737842,010-4439061,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-04-2011,DM cd bestanden
1606080754,Zakenrelatie,Actief,4791 HG,Amsterdam,Europe,Zuid-Holland,Netherlands,075-6145757,033-4553099,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,internet
1606080783,Zakenrelatie,Actief,2811 DZ,Eindhoven,Europe,Noord-Brabant,Netherlands,0519-295665,026-3844479,Architecten Ext. BNA,K. Financiele instellingen,,15-06-2012,DM cd bestanden
K38830,Zakenrelatie,Actief,6132 BZ,Rotterdam,Europe,Limburg,Netherlands,070-3466350,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-03-2009,DM cd bestanden
1606080805,Zakenrelatie,Actief,3011 RR,Den Haag,Europe,Friesland,Netherlands,030-2334213,0517-430066,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,internet
1606080507,Zakenrelatie,Actief,3024 EZ,Aerdenhout,Europe,Noord-Brabant,Netherlands,073-6444040,071-5237345,Architecten Ext. BNA,K. Financiele instellingen,,17-06-2009,DM cd bestanden
2010010832302,Zakenrelatie,Actief,5038 EH,Amsterdam,Europe,Noord-Holland,Netherlands,0162-316766,0413-251922,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-07-2010,DM cd bestanden
1606080250,Zakenrelatie,Actief,3087 BM,Giessen,Europe,Zuid-Holland,Netherlands,078-6141522,0495-494885,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,internet
1606081002,Zakenrelatie,Actief,3584 DX,Weert,Europe,Zuid-Holland,Netherlands,026-8485309,,Architecten Ext. BNA,K. Financiele instellingen,,28-04-2009,DM cd bestanden
2010010830790,Zakenrelatie,Actief,6821 GN,'s-Hertogenbosch,Europe,Drenthe,Netherlands,06-15061089,030-2516100,Architecten Ext. BNA,K. Financiele instellingen,,05-11-2009,DM cd bestanden
1606080985,Zakenrelatie,Actief,6221 JR,Oosterbeek,Europe,Friesland,Netherlands,0348-444629,078-6137680,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-08-2009,internet
200907014389,Zakenrelatie,Actief,8304 BK,Ermelo,Europe,Noord-Brabant,Netherlands,0578-690273,,Architecten Ext. BNA,K. Financiele instellingen,748751 Binnenhuisarchitecten en interieurontwerpers e.d.,19-09-2013,internet
1606080796,Zakenrelatie,Actief,6451 CN,Made,Europe,Noord-Brabant,Netherlands,0297-525600,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,Koude acquisitie
1606080957,Zakenrelatie,Actief,4421 MB,Jelsum,Europe,Noord-Holland,Netherlands,030-6371663,0113-567390,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-04-2009,internet
1606080438,Zakenrelatie,Actief,6942 PM,Deurne,Europe,Utrecht,Netherlands,06-15525704,040-2569545,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-04-2009,internet
1606080346,Zakenrelatie,Actief,2564 CP,Schoonhoven,Europe,Zuid-Holland,Netherlands,0184-692171,0164-258547,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-04-2009,DM cd bestanden
1606080418,Zakenrelatie,Actief,4814 DC,Schijndel,Europe,Gelderland,Netherlands,020-5286420,010-4767981,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",10-03-2009,DM cd bestanden
2010010832317,Zakenrelatie,Actief,3723 XZ,Rotterdam,Europe,Noord-Brabant,Netherlands,0523-615001,010-4670078,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",15-02-2010,DM cd bestanden
1606080615,Zakenrelatie,Actief,5928 NL,Geleen,Europe,Noord-Holland,Netherlands,0172-419410,040-2368697,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-11-2009,DM cd bestanden
1606080939,Suspect,Actief,3861 AJ,Winschoten,Europe,Noord-Brabant,Netherlands,030-7512709,023-5450492,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
1606081148,Zakenrelatie,Actief,6191 AH,Zwolle,Europe,Noord-Holland,Netherlands,0342-472268,026-4458832,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-06-2010,DM cd bestanden
1606080757,Zakenrelatie,Actief,2611 JT,Wierden,Europe,Noord-Holland,Netherlands,078-6145048,046-4205566,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-09-2011,DM cd bestanden
2010010829721,Zakenrelatie,Actief,9723 CA,Nijmegen,Europe,Noord-Holland,Netherlands,020-3037801,077-3870500,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
1606080182,Zakenrelatie,Actief,3853 MD,Littenseradiel (Mantgum),Europe,Noord-Holland,Netherlands,015-2125585,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-11-2009,DM cd bestanden
2010010832233,Zakenrelatie,Actief,5611 GV,Amsterdam,Europe,Limburg,Netherlands,077-3730601,072-5817219,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-03-2012,DM cd bestanden
1606080599,Zakenrelatie,Actief,7311 VX,Amsterdam,Europe,Limburg,Netherlands,073-5112212,0413-354188,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-08-2012,E-mail
2010010832231,Zakenrelatie,Actief,5146 AL,Rotterdam,Europe,Zuid-Holland,Netherlands,076-5202555,010-5213995,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",24-03-2009,DM cd bestanden
2010010832235,Zakenrelatie,Actief,5611 NE,Rotterdam,Europe,Utrecht,Netherlands,0544-371870,077-3200692,Architecten Ext. BNA,Onbekend,,20-04-2009,DM cd bestanden
1606080691,Zakenrelatie,Actief,6121 XK,Amsterdam,Europe,Friesland,Netherlands,040-2075755,0546-540850,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,DM cd bestanden
1606080153,Zakenrelatie,Actief,4885 KP,Breda,Europe,Friesland,Netherlands,043-3515000,0172-611840,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,internet
2010010832282,Zakenrelatie,Actief,4101 JN,Groningen,Europe,Gelderland,Netherlands,0182-503068,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,internet
1080403662,Zakenrelatie,Actief,8162 AB,Harlingen,Europe,Noord-Holland,Netherlands,0418-515055,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",09-06-2009,DM cd bestanden
1080402575,Zakenrelatie,Actief,1521 DM,Wormerveer,Europe,Zuid-Holland,Netherlands,077-4773870,030-6353264,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,internet
1606080791,Zakenrelatie,Actief,3112 AR,Doetinchem,Europe,Friesland,Netherlands,,,Architecten Ext. BNA,K. Financiele instellingen,,27-06-2011,DM cd bestanden
1606081262,Zakenrelatie,Actief,6881 HN,Cuijk,Europe,Overijssel,Netherlands,06-24227240,0343-450291,Architecten Ext. BNA,K. Financiele instellingen,,05-11-2009,DM cd bestanden
1080404207,Zakenrelatie,Actief,3021 JC,Almere,Europe,Noord-Brabant,Netherlands,043-3641895,020-6206419,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,DM cd bestanden
1606081001,Zakenrelatie,Actief,2281 CX,Amsterdam,Europe,Zuid-Holland,Netherlands,010-2417468,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-03-2009,DM cd bestanden
1606080856,Zakenrelatie,Actief,5161 ME,Rotterdam,Europe,Noord-Holland,Netherlands,0318-517316,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-04-2010,DM cd bestanden
1606080019,Zakenrelatie,Actief,2628 BT,Meppel,Europe,Noord-Holland,Netherlands,035-6236636,023-5841386,Architecten Ext. BNA,K. Financiele instellingen,,28-06-2011,DM cd bestanden
1606080741,Zakenrelatie,Actief,1016 DP,Stiens,Europe,Noord-Holland,Netherlands,020-6761755,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,internet
1606080740,Zakenrelatie,Actief,3261 LH,Rotterdam,Europe,Drenthe,Netherlands,010-4940700,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-08-2009,DM cd bestanden
1606080821,Zakenrelatie,Actief,8754 GB,Hank,Europe,Utrecht,Netherlands,634132084,050-3183421,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-11-2009,DM cd bestanden
K39868,Suspect,Actief,7468 CM,Numansdorp,Europe,Zuid-Holland,Netherlands,,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",24-08-2009,DM cd bestanden
1606080873,Zakenrelatie,Actief,2871 CW,Capelle aan den IJssel,Europe,Groningen,Netherlands,06-21525266,058-2158810,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-07-2010,DM cd bestanden
2010010830787,Zakenrelatie,Actief,5653 MA,Hoofddorp,Europe,Noord-Holland,Netherlands,058-2161330,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",04-02-2010,DM cd bestanden
K38409,Zakenrelatie,Actief,1076 DE,Sittard,Europe,,Netherlands,,0294-234990,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-04-2009,internet
1606080486,Zakenrelatie,Actief,2514 HZ,Terheijden,Europe,Zuid-Holland,Netherlands,077-4771529,,Architecten Ext. BNA,K. Financiele instellingen,,30-05-2013,DM cd bestanden
2010010832257,Zakenrelatie,Actief,1052 XK,Amsterdam,Europe,Gelderland,Netherlands,015-2621652,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,DM cd bestanden
1606080427,Zakenrelatie,Actief,3024 EJ,Cuijk,Europe,Zuid-Holland,Netherlands,020-5550155,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-11-2011,DM cd bestanden
1606080715,Zakenrelatie,Actief,1834 CD,Den Haag,Europe,Noord-Brabant,Netherlands,024-6962326,,Architecten Ext. BNA,K. Financiele instellingen,,29-05-2015,internet
1606080496,Zakenrelatie,Actief,1019 PV,Schiedam,Europe,Utrecht,Netherlands,0174-622102,010-4047597,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-02-2010,internet
1606080916,Zakenrelatie,Actief,5121 CA,Breda,Europe,Noord-Holland,Netherlands,033-4553100,0541-519580,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",01-02-2010,DM cd bestanden
1606080264,Zakenrelatie,Actief,3011 ED,Maasgouw,Europe,Friesland,Netherlands,020-6434848,033-4612858,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-12-2007,DM cd bestanden
1606080753,Zakenrelatie,Actief,3023 DJ,Amsterdam,Europe,Gelderland,Netherlands,075-6555555,053-4800188,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2012,internet
1606080978,Zakenrelatie,Passief,1505 HK,GORINCHEM,Europe,Noord-Holland,Netherlands,030-2931245,020-6847870,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-11-2010,DM cd bestanden
1606080829,Zakenrelatie,Actief,2451 CR,Rijswijk,Europe,Noord-Holland,Netherlands,0113-230470,0342-422018,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",13-10-2011,DM cd bestanden
200907014315,Zakenrelatie,Actief,2266 AJ,Duiven,Europe,Groningen,Netherlands,030-2283400,040-2606760,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-09-2009,DM cd bestanden
2010010814598,Zakenrelatie,Actief,3811 NN,Amsterdam,Europe,Friesland,Netherlands,015-7890000,020-6207600,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-11-2010,DM cd bestanden
1606080662,Zakenrelatie,Actief,5481 KC,Delft,Europe,Limburg,Netherlands,0570-615035,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,DM cd bestanden
K38986,Zakenrelatie,Actief,5671 BJ,Oirschot,Europe,Gelderland,Netherlands,020-6723239,0575-524361,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-12-2009,DM cd bestanden
1606080365,Zakenrelatie,Actief,6811 HV,'s-Hertogenbosch,Europe,Zuid-Holland,Netherlands,010-2010400,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-03-2009,DM cd bestanden
1606080563,Zakenrelatie,Actief,5707 LC,Leimuiden,Europe,Noord-Brabant,Netherlands,06-48942327,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,DM cd bestanden
1606080013,Zakenrelatie,Actief,3072 AR,Groot Ammers,Europe,Gelderland,Netherlands,010-4345762,0342-476440,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",18-02-2011,DM cd bestanden
2010010829227,Zakenrelatie,Actief,3433 ZX,Den Dungen,Europe,Overijssel,Netherlands,06-40173751,,Architecten Ext. BNA,K. Financiele instellingen,,21-10-2009,internet
1606080658,Zakenrelatie,Actief,3137 WR,GROESSEN,Europe,Noord-Holland,Netherlands,010-4752722,010-2449031,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
2010010830483,Klant,Actief,2132 LS,Waalwijk,Europe,Utrecht,Netherlands,033-4559599,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",04-02-2010,internet
2010010832294,Zakenrelatie,Actief,5623 EG,Leeuwarden,Europe,Zuid-Holland,Netherlands,,,Architecten Ext. BNA,Onbekend,742012 Techn. ontwerp . burger/util.bouw (géén architect),17-02-2010,internet
1606080188,Zakenrelatie,Actief,3905 PT,Bussum,Europe,Noord-Brabant,Netherlands,010-3070473,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-04-2012,DM cd bestanden
1606080823,Zakenrelatie,Actief,5126 PB,Mantgum,Europe,Gelderland,Netherlands,020-4232949,020-6206595,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",21-04-2010,DM cd bestanden
1606080289,Zakenrelatie,Actief,4460 AT,Rotterdam,Europe,Noord-Holland,Netherlands,088 - 023 84 60,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-12-2013,internet
1606080584,Zakenrelatie,Actief,5432 KA,Buren,Europe,Noord-Holland,Netherlands,070-3650864,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",16-07-2012,DM cd bestanden
1606080305,Zakenrelatie,Actief,3052 HS,Lierop,Europe,Noord-Holland,Netherlands,010-2140808,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-08-2009,internet
1606080304,Zakenrelatie,Actief,1093 CN,Amsterdam,Europe,Flevoland,Netherlands,0346-555821,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",30-05-2011,internet
2010010832228,Zakenrelatie,Actief,5268 AR,Rotterdam,Europe,Zuid-Holland,Netherlands,055-5215443,0161-433793,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-05-2009,internet
1606080953,Zakenrelatie,Actief,5611 KR,Gilze,Europe,Noord-Holland,Netherlands,0314-342938,072-520 43 42,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,DM cd bestanden
1606080378,Zakenrelatie,Actief,1131 DH,Heerlen,Europe,Noord-Brabant,Netherlands,06 51846567,026-4436141,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-09-2010,DM cd bestanden
2010010831963,Zakenrelatie,Actief,5462 GK,Haarlem,Europe,Noord-Holland,Netherlands,0172-213746,0485-515243,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
1606080764,Zakenrelatie,Actief,6001 BC,Boskoop,Europe,Noord-Holland,Netherlands,0475-532166,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-05-2015,DM cd bestanden
2010010832309,Zakenrelatie,Actief,2082 GK,Zoetermeer,Europe,Utrecht,Netherlands,020-6266179,0229-216955,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-07-2012,DM cd bestanden
1606080736,Klant,Actief,6224 KV,Loenen aan de Vecht,Europe,Noord-Brabant,Netherlands,06-46017695,0478-546746,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,internet
1606080941,Zakenrelatie,Actief,4286 GK,Nuenen,Europe,Noord-Brabant,Netherlands,038-4421050,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-04-2014,DM cd bestanden
1606080561,Zakenrelatie,Actief,3765 AL,Wierden,Europe,Gelderland,Netherlands,010-4136856,050-5340602,Architecten Ext. BNA,K. Financiele instellingen,,08-07-2013,DM cd bestanden
K37265,Zakenrelatie,Actief,1016 DP,Utrecht,Europe,Utrecht,Netherlands,010-4774964,075-6427505,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-07-2014,DM cd bestanden
1606081006,Zakenrelatie,Actief,3601 HA,Castricum,Europe,Zuid-Holland,Netherlands,0597-414952,043-3255750,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-01-2010,DM cd bestanden
