unknown,telephone_nr,house_number,postcode,city,telephone_nr,house_number,postcode,city,legal_type,postcode,city,house_number,postcode,city,country,telephone_nr,telephone_nr,gender,sbi_code,sbi_code,sbi_code,sbi_description,sbi_description,sbi_description,date,date,date,date
1002318,038-4696068,85767.0,6661 EH,Aalten,,72.0,3500 GM,Bunschoten Spakenburg,Publiekrechtelijke rechtspersoon,2964LL,EINDHOVEN,16.0,1058AA,TIEL,NLD,0184 411555,,,33121.0,,,Projectontwikkeling,,,1-8-2016,19-11-1984,30-3-1972,6-10-1971
K60687,0184 448900,67.0,7122 MS,Ouderkerk aan de Amstel,023 5630544,67.0,2990 AA,Diemen,Besloten Vennootschap met gewone structuur,8211AG,NIEUWEGEIN,3.0,7681KA,NIEUWEGEIN,NLD,040  2893893,,m,1012.0,6810.0,,Beheer van onroerend goed,Elektrotechnische bouwinstallatie,,11-3-2010,11-2-1983,,12-10-2011
K61012,0544 - 390 500,1.0,2801 SC,'s-Heerenberg,088-1861601,68.0,1990 AC,Bunnik,Besloten Vennootschap met gewone structuur,9723JE,BURGUM,1.0,3208KJ,MAARSSEN,NLD,040  2825540,,,4321.0,,,Vervaardiging van machines voor de productie van voedings- en genotmiddelen,,Heien en andere funderingswerkzaamheden,13-10-2006,30-1-2014,,10-8-1977
K24700,,113.0,5171 PN,Eindhoven,,2238.0,9203 ZN,Oosterhout NB,Besloten Vennootschap met gewone structuur,5657EB,BARENDRECHT,129.0,3980CB,ROOSENDAAL,NLD,,,m,42111.0,,,Vervaardiging van niet-hydraulische pompen en compressoren,,,4-5-2006,,,31-8-2009
D-00139,078 673 11 00,8185.0,3430 RA,Maastricht,,10101.0,6600 AD,Winterswijk,Besloten Vennootschap met gewone structuur,6077NN,HOOGENWEG,1.0,4700KA,VENLO,NLD,0485 586111,,,6201.0,,78201.0,Ingenieurs en overig technisch ontwerp en advies,Grondverzet,,15-2-2012,15-6-1999,,2-4-2015
K60386,025 - 6281960,37.0,8071 DA,Roermond,,1080.0,2628 RX,Houten,Besloten Vennootschap met gewone structuur,5281PL,ELBURG,20.0,5504EE,'S-HERTOGENBOSCH,NLD,073  5436600,,,4120.0,4311.0,2399.0,Installatie van verwarmings- en luchtbehandelingsapparatuur,,,19-2-2010,22-4-2003,,11-9-1972
K60709,0348 - 432608,6.0,1000 CV,'s-Hertogenbosch,,334.0,4800 CE,Beek Lb,Besloten Vennootschap met gewone structuur,9751SL,EINDHOVEN,13.0,7570AA,ROSMALEN,NLD,077  3895200,,m,7112.0,,,"Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling",Bouw van overige civieltechnische werken n.e.g.,,6-1-2015,19-12-2001,28-12-2001,22-5-1973
1002521,010-2981010,582.0,6230 AB,Utrecht,,307.0,4800 CG,Bergen op Zoom,Publiekrechtelijke rechtspersoon,2264SG,UTRECHT,67.0,1100AP,HOOFDDORP,NLD,076  5445444,,m,7112.0,,,Winning en distributie van water,Carrosserieherstel,,25-11-2009,30-8-1978,,1-1-2010
K60409,088 - 334 4000,37.0,5651 GG,Rosmalen,,2.0,4800 CE,Mierlo,Eenmanszaak,8082AA,NIEUWLEUSEN,8.0,5200GZ,RAAMSDONKSVEER,NLD,0492 506666,,m,43222.0,78202.0,,Ingenieurs en overig technisch ontwerp en advies,,,20-1-2010,30-5-2011,24-11-1972,1-1-1921
K60977,0162 - 575 000,4379.0,4706 PB,Hengelo Ov,,90065.0,7120 AB,Breda,Besloten Vennootschap met gewone structuur,1105AS,HARLINGEN,38.0,2900AL,TILBURG,NLD,0320 265265,,,9609.0,43222.0,46692.0,Ingenieurs en overig technisch ontwerp en advies,,,15-1-2004,,9-3-1990,1-1-1811
D-00057,040-2083444,19.0,4196 HG,Goes,,5225.0,8431 AC,Zeeland,Vennootschap onder firma,5032MD,AMSTERDAM,2.0,1801GG,SPRANG-CAPELLE,NLD,,,m,2824.0,,,Arbeidsbemiddeling,,Reparatie van specifieke auto-onderdelen,19-2-2009,30-5-1990,,13-11-1939
1002496,0512-335678,166.0,4116 ZJ,Nieuwendijk NB,,800346.0,3980 CE,Sint Philipsland,Besloten Vennootschap met gewone structuur,5171PN,DORDRECHT,18.0,2841MJ,AMSTERDAM,NLD,020  3428100,,,43221.0,78202.0,,Vervaardiging van auto's,,,12-10-2015,9-12-1991,,1-1-2008
D-00122,,800.0,9289 HH,Hamburg,,10.0,7720 AA,Brunssum,Eenmanszaak,4906AE,HEINENOORD,1090.0,9200AD,OLDENZAAL,NLD,0411 677865,,,7112.0,46695.0,,Ingenieurs en overig technisch ontwerp en advies,Bouw van kunstwerken,,20-1-2010,11-6-2008,,1-8-1986
K60345,0513-634048/0570 679444,6.0,6202 TC,Hardinxveld-Giessendam,,1160.0,5830 AC,Vroomshoop,Besloten Vennootschap met gewone structuur,4043JC,ARNHEM,100.0,5200BN,HELMOND,NLD,070  4416611,,,3323.0,1011.0,70101.0,Wegenbouw,,,3-9-2009,22-8-1997,23-12-1977,27-12-2007
1001513,,13.0,2990 AC,Amsterdam,,19.0,5600 AN,Eindhoven,Besloten Vennootschap met gewone structuur,2171TP,HELMOND,17.0,7040AC,VEENENDAAL,NLD,0320 278000,,m,7112.0,78202.0,,Algemeen overheidsbestuur,Installatie van verwarmings- en luchtbehandelingsapparatuur,Ingenieurs en overig technisch ontwerp en advies,5-7-2011,,,11-2-1983
K10023,088-7970788 / 023 5301777 optie 3,1297.0,5504 PA,Barendrecht,0183 403094,2265.0,4700 BB,Dalfsen,Besloten Vennootschap met gewone structuur,5652AM,SOEST,15.0,3800AG,OPHEUSDEN,NLD,0543 473979,,,4291.0,4110.0,46739.0,Elektrotechnische bouwinstallatie,,Uitleenbureaus,14-4-2010,16-5-1974,,1-1-1816
K33000,0475 - 478 478,17.0,2800 AV,Leek,,61161.0,3401 BK,Nieuwegein,Vereniging met volledige rechtsbevoegdheid,8081HC,AMERSFOORT,12.0,3481MH,GOOR,NLD,,,,4120.0,,,Algemene burgerlijke en utiliteitsbouw,Uitleenbureaus,,5-5-2014,2-1-1978,8-9-1972,
K63361,088-4464462,96829.0,5680 AD,Geldrop,,20701.0,3500 AH,Leek,Besloten Vennootschap met gewone structuur,6662WD,STEIN,95.0,5280DA,ARNHEM,NLD,030  6598966,,,4321.0,46695.0,,Leggen van elektriciteits- en telecommunicatiekabels,,,2-12-2014,,3-9-2012,1-1-2002
1001676,,190.0,5600 AA,Bergen op Zoom,,6.0,8080 AB,Boxtel,Eenmanszaak,4003BX,GRONINGEN,44.0,3330AA,'S-HERTOGENBOSCH,NLD,045  5659100,,,7112.0,,,"Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden n.e.g.",Bouw van kunstwerken,,30-7-2009,24-7-1987,10-1-1996,1-11-1999
K60225,073-6125033,132.0,9200 AD,Ede Gld,,1352.0,5605 JD,Deventer,Besloten Vennootschap met gewone structuur,2821ZN,DOORWERTH,98.0,2500DJ,CUIJK,NLD,0492 578600,06 42388242,,8411.0,4291.0,,Elektrotechnische bouwinstallatie,,,11-2-2010,31-5-2007,27-2-1995,1-11-2013
K60044,,161.0,7570 AA,Bunnik,,623.0,6865 ZG,Zwolle,Besloten Vennootschap met gewone structuur,3356LJ,NIEUWEGEIN,10.0,2960AB,AMSTERDAM,NLD,0492 590059,,,8412.0,43991.0,,Fokken en houden van melkvee,,,15-4-2014,23-7-1930,10-3-2003,29-6-1851
1001554,040-2825540,1155.0,7471 ST,Papendrecht,,1.0,6040 AX,IJsselstein Ut,Besloten Vennootschap blijkens statuten structuurvennootschap,3981LB,APELDOORN,14.0,3430BN,BURGUM,NLD,078  6107700,,,8411.0,,,Ingenieurs en overig technisch ontwerp en advies,,Bedrijfsopleiding en -training,16-7-2014,7-9-1977,29-5-1985,2-1-1978
D-00142,058 2925925,78.0,6202 VB,Leidschendam,,25.0,3925 ZJ,Echt,Vennootschap onder firma,1191BD,KAMPEN,98.0,3500AJ,AALTEN,NLD,0345 579211,,m,7112.0,2815.0,78202.0,Algemene burgerlijke en utiliteitsbouw,Financiële holdings,Goederenvervoer over de weg (geen verhuizingen),6-9-2007,24-7-1987,,10-1953
D-00159,0492 - 50 66 66,141.0,3430 RA,Utrecht,,5.0,5240 BB,'s-Gravenhage,Publiekrechtelijke rechtspersoon,5652AX,GIESSENBURG,1.0,5708HZ,HOOGENWEG,NLD,,,,4321.0,78202.0,,Algemene burgerlijke en utiliteitsbouw,,,16-1-2012,,,3-11-1997
K60918,,10002.0,4800 CG,Woerden,,9007.0,5651 GG,Dongen,Besloten Vennootschap met gewone structuur,3447GG,ALMERE,161.0,5605LT,HEERENVEEN,NLD,026  3778911,,m,8411.0,6420.0,,Loodgieters- en fitterswerk; installatie van sanitair,Projectontwikkeling,,7-11-2012,2-1-1978,27-10-1972,3-12-1997
D-00064,,30.0,2496 XA,Amsterdam,,21.0,2964 ZG,Almere,Besloten Vennootschap met gewone structuur,5105NA,MAASTRICHT,2.0,2496XA,GROESBEEK,NLD,036  5399911,,m,8411.0,,43222.0,Inzameling van onschadelijk afval,Uitleenbureaus,,4-9-2012,30-6-2005,,1-1-1984
1002644,0488 411110,63.0,5360 AA,Hoofddorp,,418.0,5680 AD,Lelystad,Besloten Vennootschap met gewone structuur,1019AJ,DEVENTER,42.0,1000CC,APELDOORN,NLD,,,m,7112.0,,2529.0,Heien en andere funderingswerkzaamheden,Uitleenbureaus,Beheer van computerfaciliteiten,28-7-2008,27-6-1973,,27-2-2002
1001864,,5.0,6662 WD,Elburg,,231.0,3360 AA,Pernis Rt,Besloten Vennootschap blijkens statuten structuurvennootschap,8071DA,AMSTERDAM,60.0,2628RX,BOXTEL,NLD,0492 330708,,m,42111.0,,,Reparatie en onderhoud van schepen,,Elektrotechnische bouwinstallatie,13-8-2015,24-11-2000,1-7-2004,9-9-2011
D-00029,072 - 8200150,8.0,1161 JN,Moordrecht,,27.0,1620 AD,Papendrecht,Besloten Vennootschap met gewone structuur,3606AS,KINDERDIJK,1.0,1990AC,EMMEN,NLD,0183 645060,,,6420.0,,,Ingenieurs en overig technisch ontwerp en advies,Groothandel in meet- en regelapparaten,,27-3-2006,10-11-2015,,1-6-1997
K60866,0493-387711,20.0,4600 AA,Nuth,0347 329666,53.0,2900 AL,Utrecht,Publiekrechtelijke rechtspersoon,5711DD,NIEUWEGEIN,36.0,3000AH,OLDENZAAL,NLD,0546 863227,,m,8412.0,,,"Vervaardiging van schakelaars, stekkers, stopcontacten e.d.",Holdings (geen financiële),,8-12-2004,25-1-2007,16-7-2002,16-1-1950
D-00173,,31.0,6669 CJ,Deurne,,2.0,8232 PH,Rosmalen,Besloten Vennootschap met gewone structuur,3012CN,IJSSELSTEIN,65.0,8000AP,'S-GRAVENHAGE,NLD,0183 508888,,m,4120.0,78202.0,,Installatie van elektrische apparatuur,,,27-3-2013,30-3-1999,1-5-2003,1-7-2008
1000170,0229 232804,1.0,3220 AE,Nieuwegein,,1025.0,5680 AB,Woerden,Besloten Vennootschap met gewone structuur,3565AN,APELDOORN,116.0,3274ZJ,UTRECHT,NLD,030  6347901,,m,8411.0,,,Ingenieurs en overig technisch ontwerp en advies,Elektrotechnische bouwinstallatie,,12-10-2015,21-5-2002,30-5-1991,22-12-2000
D-00194,030-2380345,23155.0,1005 HD,Sprang-Capelle,,69.0,5684 PL,Maarssen,Besloten Vennootschap met gewone structuur,5469KB,VROOMSHOOP,110.0,9401BJ,GOUDA,NLD,0512 582900,,m,7112.0,42111.0,78202.0,Algemene burgerlijke en utiliteitsbouw,Heien en andere funderingswerkzaamheden,"Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling",23-10-2015,,10-9-1997,22-11-2000
K59403,,1066.0,4900 AC,'s-Gravendeel,,5107.0,4130 EA,Someren,Besloten Vennootschap met gewone structuur,3931ES,SLIEDRECHT,13.0,1300BH,MAASTRICHT,NLD,073  5436611,,m,4110.0,78202.0,,Ingenieurs en overig technisch ontwerp en advies,,,31-3-2010,3-11-1983,,8-12-2005
K60792,,100.0,3005 EC,Rotterdam,0184 667343,9003.0,4200 AS,'s-Gravenhage,Besloten Vennootschap met gewone structuur,3871MT,BUNNIK,98.0,4630AB,BURGUM,NLD,0486 459000,,,4321.0,,,Algemeen overheidsbestuur,Advisering op het gebied van informatietechnologie,,30-7-2012,,,12-4-1984
K60987,,20655.0,7570 AJ,Utrecht,,4234.0,5400 AM,Amersfoort,Besloten Vennootschap met gewone structuur,7102JH,VIANEN,1.0,3992AE,HELLEVOETSLUIS,NLD,076  5445333,,,91019.0,,4311.0,,,Uitleenbureaus,5-1-2010,19-10-1978,4-3-1977,1-2-2011
K60869,030-6378687,25.0,6974 AH,Warmenhuizen,,11.0,4250 DB,Buren Gld,Besloten Vennootschap met gewone structuur,3063NH,BEST,15.0,3220AB,ZALTBOMMEL,NLD,020  4605081,,m,8411.0,4213.0,,Algemeen overheidsbestuur,Wegenbouw,,20-1-2010,10-10-2013,12-8-2009,20-1-1997
K60410,,16.0,5201 GE,Amsterdam,,132.0,1043 CA,Marknesse,Publiekrechtelijke rechtspersoon,3606AS,GORINCHEM,83.0,7801CC,'S-GRAVENHAGE,NLD,023  5413333,,,7112.0,,,Algemene burgerlijke en utiliteitsbouw,Uitleenbureaus,,1-7-2015,3-10-1974,,19-10-1978
D-00088,030-6598777 (09:00 - 14:00),10000.0,7000 AB,Groot-Ammers,,134.0,5710 AC,Nunspeet,Besloten Vennootschap met gewone structuur,6191KA,HENGELO,43.0,1019AJ,SASSENHEIM,NLD,0515 489000,,,3600.0,,,"Keuring en controle van machines, apparaten en materialen",Natte waterbouw,,2-7-2009,28-9-1994,,21-9-1921
1002016,0499-484900,43.0,3004 EB,Elst Gld,,31.0,1001 NS,Boxtel,Besloten Vennootschap met gewone structuur,5928LG,STOLWIJK,4.0,6440AG,ZWOLLE,NLD,,,m,7112.0,7112.0,,Vervaardiging van verpakkingsmiddelen van papier en karton,"Groothandel in overige machines, apparaten en toebehoren voor industrie en handel n.e.g.",,18-2-2010,18-11-2004,10-7-1972,1-7-2008
K60148,,10080.0,5700 AD,Breda,010-4478100,245.0,6661 EH,Raamsdonksveer,Besloten Vennootschap met gewone structuur,8302ZD,KAATSHEUVEL,1.0,6974AH,MEERSSEN,NLD,072  5828282,,,7112.0,,,Heien en andere funderingswerkzaamheden,Bedrijfsopleiding en -training,,28-12-2010,20-11-1935,,4-8-2007
K58028,088-5500750,35.0,5741 RR,Gouda,,26.0,7600 AR,Breda,Eenmanszaak,7005BC,PAPENDRECHT,40.0,5340BA,SOEST,NLD,088  8265300,,,4110.0,46723.0,,Algemeen overheidsbestuur,Uitleenbureaus,,11-12-2006,8-6-1965,,5-9-1997
1000950,030 - 6564664,68.0,7559 SE,Spijkenisse,,135.0,3500 GE,Ootmarsum,Vennootschap onder firma,7313AB,OISTERWIJK,5.0,5750AA,OLDENZAAL,NLD,078  6441644,,,4652.0,,,Leggen van elektriciteits- en telecommunicatiekabels,,Natte waterbouw,17-8-2012,30-5-2006,8-4-1993,6-6-1967
K60839,0252 - 672293,253.0,3295 LE,Smilde,+31 512 523639,13.0,1190 AB,Soest,Besloten Vennootschap met gewone structuur,1101BG,PAPENDRECHT,18.0,5427ZG,HOUTEN,NLD,,,,8411.0,78202.0,,"Ontwikkelen, produceren en uitgeven van software",,,5-7-2011,18-7-2009,28-4-1993,9-12-1991
K60610,,200.0,1001 NS,Emmen,,22000.0,4900 GB,Drachten,Besloten Vennootschap met gewone structuur,2801SC,AMERSFOORT,17.0,8860AA,BREDA,NLD,0183 626633,,,70221.0,,4652.0,Algemeen overheidsbestuur,,,6-2-2013,2-3-2004,20-6-1972,28-6-2011
K60033,,15.0,3208 LJ,Goor,,161.0,1620 AD,Eindhoven,Besloten Vennootschap met gewone structuur,3045AS,HENDRIK-IDO-AMBACHT,5.0,9251LV,AMSTERDAM,NLD,0570 503250,,m,7112.0,,,Ingenieurs en overig technisch ontwerp en advies,Participatiemaatschappijen,Ingenieurs en overig technisch ontwerp en advies,4-11-2008,21-12-1998,,16-5-2011
K60975,072-750 35 00,5.0,7122 LB,Anerveen,,35.0,8042 PB,Boxmeer,Besloten Vennootschap met gewone structuur,3542DA,BEUNINGEN GLD,120.0,5060GA,ARNHEM,NLD,038  4696123,,m,52109.0,,,Groothandel in machines voor de voedings- en genotmiddelenindustrie,,,31-10-2007,1-4-1964,31-12-2008,24-1-1934
D-00169,"073-5435566 (Rosmalen, 08:30 - 12:00)",100.0,6400 AA,Woerden,,2131.0,5280 DA,Vianen Ut,Besloten Vennootschap met gewone structuur,5611ZT,ZWIJNDRECHT,2.0,8071DA,ROTTERDAM,NLD,078  6417222,,,6420.0,4321.0,,"Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales","Groothandel in overige machines, apparaten en toebehoren voor industrie en handel n.e.g.",Groothandel in bouwmaterialen algemeen assortiment,23-2-2015,5-3-1956,,1-11-1987
K60928,,2728.0,7521 PH,Houten,onbekend,14.0,3770 AB,Hilvarenbeek,Besloten Vennootschap met gewone structuur,3584CX,ZALTBOMMEL,95.0,8080AA,GENNEP,NLD,010  2855444,,,2364.0,,6832.0,Installatie van verwarmings- en luchtbehandelingsapparatuur,,,13-10-2014,15-10-1985,,1-4-2013
K59851,038-4224402,4.0,1030 AE,Weert,0320,228.0,4700 KA,Hoogerheide,Vennootschap onder firma,7442DL,DONGEN,2.0,4100AD,OOSTERHOUT NB,NLD,040  2083444,,,7112.0,46693.0,4291.0,Installatie van verwarmings- en luchtbehandelingsapparatuur,Installatie van verwarmings- en luchtbehandelingsapparatuur,,9-5-2005,22-1-1987,,30-4-2011
D-00021,073 6155155,2505.0,5750 AA,Kootstertille,,29.0,3500 GK,Moordrecht,Besloten Vennootschap met gewone structuur,8024HA,PAPENDRECHT,18.0,1090GS,LICHTENVOORDE,NLD,0345 684475,,,7112.0,6420.0,46735.0,Uitzendbureaus,Wegenbouw,,19-2-2015,1-7-1955,,1-7-1990
K59681,0541 572200,238.0,3220 AE,Amsterdam,(0344) 64 90 99,37.0,7440 AE,Veghel,Vennootschap onder firma,5384BZ,BARNEVELD,20.0,3500GA,HEERENVEEN,NLD,0165 579500,,,70221.0,,,Algemeen overheidsbestuur,,,3-10-2008,,,2-1-1978
D-00135,050-3688688,8766.0,3980 CC,Zaandam,onbekend,81.0,8316 GB,Amsterdam,Besloten Vennootschap met gewone structuur,3356LJ,HERTEN,109.0,3350AH,AMSTERDAM,NLD,076  5239900,,,3700.0,47643.0,,"Opslag in distributiecentra en overige opslag (niet in tanks, koelhuizen e.d.)",,,4-9-2013,23-2-1983,14-7-2014,29-4-1999
1002199,030-6598141,41.0,6710 BG,Soest,onbekend,2.0,5201 AE,Leuvenheim,Besloten Vennootschap met gewone structuur,,CAPELLE AAN DEN IJSSEL,2.0,1100AD,HAAKSBERGEN,NLD,0342 406406,,,1629.0,78202.0,,Vervaardiging van producten van beton voor de bouw,,,20-4-2012,30-12-1977,,1927
K60809,0348 - 551 424 (alleen di. & wo),2274.0,2171 TP,Boxmeer,,190.0,1100 AP,Bunnik,Besloten Vennootschap met gewone structuur,5211NW,MAARSSEN,2.0,7470AA,HEERHUGOWAARD,NLD,010  2510350,,,71202.0,78202.0,,Financiële holdings,,,2-6-2006,20-12-1991,,1-2-2007
K10054,,4.0,3001 KD,Eindhoven,,29.0,5600 AJ,Houten,Besloten Vennootschap met gewone structuur,3772MN,HATTEM,186.0,7420AA,AVENHORN,NLD,033  4699199,,,2893.0,7112.0,,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",Vervaardiging van schakel- en verdeelinrichtingen,,19-2-2015,27-2-2002,22-3-1972,27-10-2010
D-00128,0594 552420,16.0,4000 AN,Son,,29.0,6662 WD,Elburg,Besloten Vennootschap met gewone structuur,7711GS,UTRECHT,4.0,8080AA,ELBURG,NLD,0518 403858,,,4662.0,,,Ingenieurs en overig technisch ontwerp en advies,Bouw van kunstwerken,,5-2-2014,7-10-1999,7-9-1977,22-6-2007
1000620,0543-473868,44137.0,7122 MP,Apeldoorn,,437.0,3600 BT,Groesbeek,Besloten Vennootschap met gewone structuur,3542DA,GORINCHEM,4.0,3925ZJ,DIEMEN,NLD,033  4671511,,,3323.0,4652.0,,"Vervaardiging van meet-, regel-, navigatie- en controleapparatuur",,,12-9-2016,16-10-1998,,26-6-2010
1001822,0481 - 353202,126.0,1500 AC,'s-Hertogenbosch,,710.0,6000 AA,Nieuwegein,Publiekrechtelijke rechtspersoon,3011BN,UTRECHT,5.0,8160AD,WOERDEN,NLD,0527 610765,,,4120.0,85592.0,,Ingenieurs en overig technisch ontwerp en advies,,,25-1-2013,27-2-2002,,22-5-2002
1001791,,2265.0,8013 PM,Ede Gld,,12.0,7122 MS,Venlo,Besloten Vennootschap met gewone structuur,2496XA,EINDHOVEN,5.0,7550AB,VENLO,NLD,0162 522202,,,7112.0,70102.0,,Natte waterbouw,Groothandel in meet- en regelapparaten,,23-9-2009,4-5-2004,27-5-2002,16-8-1993
D-00047,077 - 3558777,6.0,4675 RC,Haaksbergen,,232.0,6202 VB,Breda,Besloten Vennootschap met gewone structuur,3528AB,'S-GRAVENHAGE,1.0,5700AD,KINDERDIJK,NLD,046  4527525,,m,4213.0,45192.0,7112.0,Organisatie-adviesbureaus,,,12-10-2012,2-1-2003,,21-2-1979
1001892,0165 - 524452,5.0,4000 AB,Helmond,,216.0,2960 AA,Nieuwegein,Besloten Vennootschap met gewone structuur,4902ZP,RIDDERKERK,27.0,3528AB,SITTARD,NLD,0485 494141,,m,8411.0,78202.0,,Algemene burgerlijke en utiliteitsbouw,Wegenbouw,Winkels gespecialiseerd in overige huishoudelijke artikelen n.e.g.,1-10-2008,25-11-1997,,1-10-2011
1000027,0527 - 203334,210.0,5731 JL,Groot-Ammers,0252 22 24 24,47.0,4849 BR,Oldenzaal,Besloten Vennootschap met gewone structuur,7483PA,MAASTRICHT,47.0,3600BA,ROTTERDAM,NLD,033  2992939,,,4222.0,78202.0,,Elektrotechnische bouwinstallatie,,Bouw van kunstwerken,13-5-2005,4-5-2004,25-1-2000,4-12-2012
K60798,,90602.0,3846 CG,Emmen,,450.0,5200 GZ,Utrecht,Publiekrechtelijke rechtspersoon,5692EG,TILBURG,67.0,7570AH,SCHIPHOL-RIJK,NLD,030  2860000,06 51256692,,2530.0,43221.0,,Installatie van verwarmings- en luchtbehandelingsapparatuur,,,24-3-2009,16-8-2003,23-1-1973,27-10-1993
K60989,,19.0,2130 AK,Amsterdam,,216.0,2501 CC,Almelo,Besloten Vennootschap met gewone structuur,3356LJ,SON EN BREUGEL,25.0,8441ER,ROSMALEN,NLD,0492 747500,,,4222.0,4120.0,,"Vervaardiging van overige niet-metaalhoudende minerale producten (geen schuur-, slijp- en polijstmiddelen)",Elektrotechnische bouwinstallatie,,5-8-2010,21-12-1999,,1-10-1928
1001876,077 - 3232328,6073.0,9251 LV,Rosmalen,,224.0,4800 DD,Opheusden,Besloten Vennootschap met gewone structuur,3601GH,UTRECHT,2.0,7550AD,ENSCHEDE,NLD,0495 574000,,,46682.0,70221.0,,Ingenieurs en overig technisch ontwerp en advies,,"Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek",24-9-2014,22-1-1998,,24-9-2007
K60915,,98.0,4255 HZ,Breda,,1.0,5161 GE,Amsterdam,Besloten Vennootschap met gewone structuur,2811NV,BRUMMEN,32.0,7327JZ,DEVENTER,NLD,030  2854300,,,7112.0,,,Algemeen overheidsbestuur,,Ingenieurs en overig technisch ontwerp en advies,24-3-2005,10-3-2003,12-7-2011,1-11-1997
K60976,010-2651902 040-2914020 cred,20120.0,5280 DA,Valkenburg Lb,,2.0,5504 PA,Drogeham,Besloten Vennootschap met gewone structuur,4301SH,ROTTERDAM,6.0,3001KD,'S-GRAVENDEEL,NLD,070  5145420,,f,4321.0,,,Reparatie en onderhoud van schepen,,,5-1-2010,12-8-2009,,11-6-1981
K58052,0229 547700,2308.0,5161 GE,Buitenpost,,37201.0,3992 AE,IJsselstein Ut,Besloten Vennootschap met gewone structuur,3752LM,BUREN GLD,4.0,5600CE,HENGELO OV,NLD,010  2447005,,,4291.0,78202.0,,Ingenieurs en overig technisch ontwerp en advies,,,5-12-2005,16-12-2014,,1-7-1948
D-00025,0318 642434,120.0,5215 MV,Tiel,,20655.0,9200 AD,Zwolle,Besloten Vennootschap met gewone structuur,5831AV,OOSTERHOUT,13.0,6920AA,EINDHOVEN,NLD,078  6731100,,m,6420.0,,43221.0,Groothandel in optische artikelen,,,13-7-2007,16-5-1974,1-10-1990,1-10-1967
K60513,030-2853285/043-3637013,199.0,7600 AR,Eindhoven,,9007.0,7302 HD,Ede Gld,Besloten Vennootschap met gewone structuur,1058AA,AMSTERDAM,3.0,5731JL,HOUTEN,NLD,040  2531327,,m,8411.0,43222.0,,Algemene burgerlijke en utiliteitsbouw,Loodgieters- en fitterswerk; installatie van sanitair,,3-10-2005,2-11-2004,,4-8-1975
K59511,,60.0,3770 AB,Emmen,,161.0,8600 HA,'s-Gravenhage,Besloten Vennootschap met gewone structuur,5405AN,ARNHEM,201.0,2170AD,HOEVELAKEN,NLD,030  2650500,,m,43221.0,64923.0,4321.0,Leggen van elektriciteits- en telecommunicatiekabels,,,29-9-2008,31-5-1995,,17-9-2010
1002609,070-3170700/020 6510800,7.0,48575,Eindhoven,,161.0,3430 RA,Terschuur,Besloten Vennootschap met gewone structuur,5701MP,MARKNESSE,24.0,3980CC,BREDA,NLD,0346 140346,,,4222.0,,78203.0,"Vervaardiging van meet-, regel-, navigatie- en controleapparatuur",,,1-7-2004,,27-6-1973,13-7-2005
K58050,0499 - 767280,1352.0,4130 EA,Best,0347-374688,15.0,5004 JB,Rotterdam,Besloten Vennootschap met gewone structuur,5161GE,BREDA,6.0,6560AC,LEUVENHEIM,NLD,040  2549009,,m,4222.0,,,Ingenieurs en overig technisch ontwerp en advies,Natte waterbouw,Dienstverlening voor de akker- en/of tuinbouw,17-6-2013,2-11-2009,,4-5-2004
K60826,,22000.0,2501 CC,Best,,2238.0,4000 AB,Gorinchem,Besloten Vennootschap met gewone structuur,4201HL,VELSERBROEK,1.0,1500ED,HEESCH,NLD,088  8010801,,m,42111.0,,,Ingenieurs en overig technisch ontwerp en advies,Loodgieters- en fitterswerk; installatie van sanitair,Inzameling van schadelijk afval,26-6-2006,22-2-1974,,2-9-1892
1001685,030-2306141,12.0,3300 AC,Vroomshoop,,118.0,3360 AA,Gouda,Besloten Vennootschap met gewone structuur,3442AB,OSS,35.0,3508SB,EMMELOORD,NLD,070  3157500,,,4312.0,,,Vervaardiging van overige machines en apparaten voor algemeen gebruik n.e.g.,,,28-10-2011,30-5-2006,,1890
K59652,,29.0,6600 AD,Elburg,,67.0,5410 AA,Hengelo Ov,Besloten Vennootschap met gewone structuur,2628RX,APELDOORN,28.0,3503RD,BARENDRECHT,NLD,0345 547474,,m,47914.0,,,Advisering op het gebied van informatietechnologie,Loodgieters- en fitterswerk; installatie van sanitair,,28-11-2008,20-11-1935,25-6-1975,2-3-1993
1002423,020 - 3428113 administratie A'dam,103.0,7570 AC,Zwolle,,2728.0,9351 VR,Helmond,Vennootschap onder firma,4006WC,RAAMSDONKSVEER,71.0,3990DA,HEERLEN,NLD,030  2486911,,,4652.0,3313.0,,Financiële holdings,,,10-1-2007,24-5-1995,,1-4-2011
K60661,,78.0,4906 BC,Heerhugowaard,,250.0,3350 AA,Werkendam,Besloten Vennootschap met gewone structuur,6231LS,ROERMOND,37.0,3600BA,AMSTERDAM,NLD,026  3763800,,m,2892.0,,,Elektrotechnische bouwinstallatie,,,6-5-2013,13-6-1990,,21-4-1993
